"race","driver","team","series","session","sec","year","circuit","perim"
"2018azerbaijan","mericsson","sauber","f1",1,105.541,2018,"baku",6003
"2018azerbaijan","mverstappen","red bull","f1",1,102.642,2018,"baku",6003
"2018azerbaijan","nhulkenberg","renault","f1",1,103.746,2018,"baku",6003
"2018azerbaijan","pgasly","toro rosso","f1",1,104.496,2018,"baku",6003
"2018azerbaijan","sperez","force india","f1",1,103.992,2018,"baku",6003
"2018azerbaijan","ssirotkin","williams","f1",1,104.261,2018,"baku",6003
"2018azerbaijan","svandoorne","mclaren","f1",1,104.489,2018,"baku",6003
"2018azerbaijan","svettel","ferrari","f1",1,102.762,2018,"baku",6003
"2018azerbaijan","vbottas","mercedes f1","f1",1,103.355,2018,"baku",6003
"2018azerbaijan","cleclerc","sauber","f1",2,104.074,2018,"baku",6003
"2018azerbaijan","csainz","renault","f1",2,103.464,2018,"baku",6003
"2018azerbaijan","dricciardo","red bull","f1",2,103.482,2018,"baku",6003
"2018azerbaijan","eocon","force india","f1",2,102.967,2018,"baku",6003
"2018azerbaijan","falonso","mclaren","f1",2,104.019,2018,"baku",6003
"2018azerbaijan","kmagnussen","haas","f1",2,104.759,2018,"baku",6003
"2018azerbaijan","kraikkonen","ferrari","f1",2,102.51,2018,"baku",6003
"2018azerbaijan","lhamilton","mercedes f1","f1",2,102.676,2018,"baku",6003
"2018azerbaijan","lstroll","williams","f1",2,103.585,2018,"baku",6003
"2018azerbaijan","mverstappen","red bull","f1",2,102.901,2018,"baku",6003
"2018azerbaijan","nhulkenberg","renault","f1",2,103.232,2018,"baku",6003
"2018azerbaijan","sperez","force india","f1",2,103.366,2018,"baku",6003
"2018azerbaijan","ssirotkin","williams","f1",2,103.886,2018,"baku",6003
"2018azerbaijan","svettel","ferrari","f1",2,103.015,2018,"baku",6003
"2018azerbaijan","vbottas","mercedes f1","f1",2,102.679,2018,"baku",6003
"2018azerbaijan","csainz","renault","f1",3,103.351,2018,"baku",6003
"2018azerbaijan","dricciardo","red bull","f1",3,101.911,2018,"baku",6003
"2018azerbaijan","eocon","force india","f1",3,102.523,2018,"baku",6003
"2018azerbaijan","kraikkonen","ferrari","f1",3,102.49,2018,"baku",6003
"2018azerbaijan","lhamilton","mercedes f1","f1",3,101.677,2018,"baku",6003
"2018azerbaijan","mverstappen","red bull","f1",3,101.994,2018,"baku",6003
"2018azerbaijan","nhulkenberg","renault","f1",3,103.066,2018,"baku",6003
"2018azerbaijan","sperez","force india","f1",3,102.547,2018,"baku",6003
"2018azerbaijan","svettel","ferrari","f1",3,101.498,2018,"baku",6003
"2018azerbaijan","vbottas","mercedes f1","f1",3,101.837,2018,"baku",6003
"2018spain","cleclerc","sauber","f1",1,78.661,2018,"catalunya",4655
"2018spain","csainz","renault","f1",1,78.48,2018,"catalunya",4655
"2018spain","dricciardo","red bull","f1",1,77.623,2018,"catalunya",4655
"2018spain","eocon","force india","f1",1,78.813,2018,"catalunya",4655
"2018spain","falonso","mclaren","f1",1,78.276,2018,"catalunya",4655
"2018spain","kmagnussen","haas","f1",1,78.169,2018,"catalunya",4655
"2018spain","kraikkonen","ferrari","f1",1,77.483,2018,"catalunya",4655
"2018spain","lhamilton","mercedes f1","f1",1,77.633,2018,"catalunya",4655
"2018spain","lstroll","williams","f1",1,80.225,2018,"catalunya",4655
"2018spain","mericsson","sauber","f1",1,79.493,2018,"catalunya",4655
"2018spain","mverstappen","red bull","f1",1,77.411,2018,"catalunya",4655
"2018spain","nhulkenberg","renault","f1",1,78.923,2018,"catalunya",4655
"2018spain","pgasly","toro rosso","f1",1,78.55,2018,"catalunya",4655
"2018spain","rgrosjean","haas","f1",1,78.305,2018,"catalunya",4655
"2018spain","sperez","force india","f1",1,78.74,2018,"catalunya",4655
"2018spain","ssirotkin","williams","f1",1,79.695,2018,"catalunya",4655
"2018spain","svandoorne","mclaren","f1",1,78.885,2018,"catalunya",4655
"2018spain","svettel","ferrari","f1",1,77.031,2018,"catalunya",4655
"2018spain","vbottas","mercedes f1","f1",1,77.674,2018,"catalunya",4655
"2018spain","cleclerc","sauber","f1",2,78.91,2018,"catalunya",4655
"2018spain","csainz","renault","f1",2,77.803,2018,"catalunya",4655
"2018spain","dricciardo","red bull","f1",2,77.638,2018,"catalunya",4655
"2018spain","eocon","force india","f1",2,78.696,2018,"catalunya",4655
"2018spain","falonso","mclaren","f1",2,78.1,2018,"catalunya",4655
"2018spain","kmagnussen","haas","f1",2,77.618,2018,"catalunya",4655
"2018spain","kraikkonen","ferrari","f1",2,77.071,2018,"catalunya",4655
"2018spain","lhamilton","mercedes f1","f1",2,77.166,2018,"catalunya",4655
"2018spain","mverstappen","red bull","f1",2,77.266,2018,"catalunya",4655
"2018spain","pgasly","toro rosso","f1",2,78.463,2018,"catalunya",4655
"2018spain","rgrosjean","haas","f1",2,77.699,2018,"catalunya",4655
"2018spain","sperez","force india","f1",2,79.098,2018,"catalunya",4655
"2018spain","svandoorne","mclaren","f1",2,78.323,2018,"catalunya",4655
"2018spain","svettel","ferrari","f1",2,76.802,2018,"catalunya",4655
"2018spain","vbottas","mercedes f1","f1",2,77.111,2018,"catalunya",4655
"2018spain","csainz","renault","f1",3,77.79,2018,"catalunya",4655
"2018spain","dricciardo","red bull","f1",3,76.818,2018,"catalunya",4655
"2018spain","falonso","mclaren","f1",3,77.721,2018,"catalunya",4655
"2018spain","kmagnussen","haas","f1",3,77.676,2018,"catalunya",4655
"2018spain","kraikkonen","ferrari","f1",3,76.612,2018,"catalunya",4655
"2018spain","lhamilton","mercedes f1","f1",3,76.173,2018,"catalunya",4655
"2018spain","mverstappen","red bull","f1",3,76.816,2018,"catalunya",4655
"2018spain","rgrosjean","haas","f1",3,77.835,2018,"catalunya",4655
"2018spain","svettel","ferrari","f1",3,76.305,2018,"catalunya",4655
"2018spain","vbottas","mercedes f1","f1",3,76.213,2018,"catalunya",4655
"2018monaco","bhartley","toro rosso","f1",1,73.179,2018,"monte carlo",3337
"2018monaco","cleclerc","sauber","f1",1,72.829,2018,"monte carlo",3337
"2018monaco","csainz","renault","f1",1,72.95,2018,"monte carlo",3337
"2018monaco","dricciardo","red bull","f1",1,72.013,2018,"monte carlo",3337
"2018monaco","eocon","force india","f1",1,73.028,2018,"monte carlo",3337
"2018monaco","falonso","mclaren","f1",1,72.657,2018,"monte carlo",3337
"2018monaco","kmagnussen","haas","f1",1,73.393,2018,"monte carlo",3337
"2018monaco","kraikkonen","ferrari","f1",1,72.639,2018,"monte carlo",3337
"2018monaco","lhamilton","mercedes f1","f1",1,72.46,2018,"monte carlo",3337
"2018monaco","lstroll","williams","f1",1,73.323,2018,"monte carlo",3337
"2018monaco","mericsson","sauber","f1",1,73.265,2018,"monte carlo",3337
"2018monaco","nhulkenberg","renault","f1",1,73.065,2018,"monte carlo",3337
"2018monaco","pgasly","toro rosso","f1",1,72.941,2018,"monte carlo",3337
"2018monaco","rgrosjean","haas","f1",1,72.93,2018,"monte carlo",3337
"2018monaco","sperez","force india","f1",1,72.848,2018,"monte carlo",3337
"2018monaco","ssirotkin","williams","f1",1,72.706,2018,"monte carlo",3337
"2018monaco","svandoorne","mclaren","f1",1,72.463,2018,"monte carlo",3337
"2018monaco","svettel","ferrari","f1",1,72.415,2018,"monte carlo",3337
"2018monaco","vbottas","mercedes f1","f1",1,72.434,2018,"monte carlo",3337
"2018monaco","cleclerc","sauber","f1",2,72.714,2018,"monte carlo",3337
"2018monaco","csainz","renault","f1",2,72.286,2018,"monte carlo",3337
"2018monaco","dricciardo","red bull","f1",2,71.278,2018,"monte carlo",3337
"2018monaco","eocon","force india","f1",2,72.188,2018,"monte carlo",3337
"2018monaco","falonso","mclaren","f1",2,72.269,2018,"monte carlo",3337
"2018monaco","kraikkonen","ferrari","f1",2,71.391,2018,"monte carlo",3337
"2018monaco","lhamilton","mercedes f1","f1",2,71.584,2018,"monte carlo",3337
"2018monaco","nhulkenberg","renault","f1",2,72.411,2018,"monte carlo",3337
"2018monaco","pgasly","toro rosso","f1",2,72.313,2018,"monte carlo",3337
"2018monaco","rgrosjean","haas","f1",2,72.728,2018,"monte carlo",3337
"2018monaco","sperez","force india","f1",2,72.194,2018,"monte carlo",3337
"2018monaco","ssirotkin","williams","f1",2,72.521,2018,"monte carlo",3337
"2018monaco","svandoorne","mclaren","f1",2,72.44,2018,"monte carlo",3337
"2018monaco","svettel","ferrari","f1",2,71.518,2018,"monte carlo",3337
"2018monaco","vbottas","mercedes f1","f1",2,72.002,2018,"monte carlo",3337
"2018monaco","csainz","renault","f1",3,72.13,2018,"monte carlo",3337
"2018monaco","dricciardo","red bull","f1",3,70.81,2018,"monte carlo",3337
"2018monaco","eocon","force india","f1",3,72.061,2018,"monte carlo",3337
"2018monaco","falonso","mclaren","f1",3,72.11,2018,"monte carlo",3337
"2018monaco","kraikkonen","ferrari","f1",3,71.266,2018,"monte carlo",3337
"2018monaco","lhamilton","mercedes f1","f1",3,71.232,2018,"monte carlo",3337
"2018monaco","pgasly","toro rosso","f1",3,72.221,2018,"monte carlo",3337
"2018monaco","sperez","force india","f1",3,72.154,2018,"monte carlo",3337
"2018monaco","svettel","ferrari","f1",3,71.039,2018,"monte carlo",3337
"2018monaco","vbottas","mercedes f1","f1",3,71.441,2018,"monte carlo",3337
"2018canada","bhartley","toro rosso","f1",1,72.587,2018,"montreal",4361
"2018canada","cleclerc","sauber","f1",1,72.945,2018,"montreal",4361
"2018canada","csainz","renault","f1",1,72.689,2018,"montreal",4361
"2018canada","dricciardo","red bull","f1",1,72.459,2018,"montreal",4361
"2018canada","eocon","force india","f1",1,72.577,2018,"montreal",4361
"2018canada","falonso","mclaren","f1",1,72.979,2018,"montreal",4361
"2018canada","kmagnussen","haas","f1",1,72.68,2018,"montreal",4361
"2018canada","kraikkonen","ferrari","f1",1,71.725,2018,"montreal",4361
"2018canada","lhamilton","mercedes f1","f1",1,71.835,2018,"montreal",4361
"2018canada","lstroll","williams","f1",1,73.59,2018,"montreal",4361
"2018canada","mericsson","sauber","f1",1,74.593,2018,"montreal",4361
"2018canada","mverstappen","red bull","f1",1,72.008,2018,"montreal",4361
"2018canada","nhulkenberg","renault","f1",1,72.795,2018,"montreal",4361
"2018canada","pgasly","toro rosso","f1",1,73.047,2018,"montreal",4361
"2018canada","sperez","force india","f1",1,72.702,2018,"montreal",4361
"2018canada","ssirotkin","williams","f1",1,73.643,2018,"montreal",4361
"2018canada","svandoorne","mclaren","f1",1,72.998,2018,"montreal",4361
"2018canada","svettel","ferrari","f1",1,71.71,2018,"montreal",4361
"2018canada","vbottas","mercedes f1","f1",1,71.95,2018,"montreal",4361
"2018canada","bhartley","toro rosso","f1",2,72.635,2018,"montreal",4361
"2018canada","cleclerc","sauber","f1",2,72.661,2018,"montreal",4361
"2018canada","csainz","renault","f1",2,72.097,2018,"montreal",4361
"2018canada","dricciardo","red bull","f1",2,71.434,2018,"montreal",4361
"2018canada","eocon","force india","f1",2,72.141,2018,"montreal",4361
"2018canada","falonso","mclaren","f1",2,72.856,2018,"montreal",4361
"2018canada","kmagnussen","haas","f1",2,72.606,2018,"montreal",4361
"2018canada","kraikkonen","ferrari","f1",2,71.62,2018,"montreal",4361
"2018canada","lhamilton","mercedes f1","f1",2,71.74,2018,"montreal",4361
"2018canada","mverstappen","red bull","f1",2,71.472,2018,"montreal",4361
"2018canada","nhulkenberg","renault","f1",2,71.916,2018,"montreal",4361
"2018canada","sperez","force india","f1",2,72.395,2018,"montreal",4361
"2018canada","svandoorne","mclaren","f1",2,72.865,2018,"montreal",4361
"2018canada","svettel","ferrari","f1",2,71.524,2018,"montreal",4361
"2018canada","vbottas","mercedes f1","f1",2,71.514,2018,"montreal",4361
"2018canada","csainz","renault","f1",3,72.168,2018,"montreal",4361
"2018canada","dricciardo","red bull","f1",3,71.116,2018,"montreal",4361
"2018canada","eocon","force india","f1",3,72.084,2018,"montreal",4361
"2018canada","kraikkonen","ferrari","f1",3,71.095,2018,"montreal",4361
"2018canada","lhamilton","mercedes f1","f1",3,70.996,2018,"montreal",4361
"2018canada","mverstappen","red bull","f1",3,70.937,2018,"montreal",4361
"2018canada","nhulkenberg","renault","f1",3,71.973,2018,"montreal",4361
"2018canada","sperez","force india","f1",3,72.671,2018,"montreal",4361
"2018canada","svettel","ferrari","f1",3,70.764,2018,"montreal",4361
"2018canada","vbottas","mercedes f1","f1",3,70.857,2018,"montreal",4361
"2018france","bhartley","toro rosso","f1",1,93.025,2018,"paul ricard",5842
"2018france","cleclerc","sauber","f1",1,92.538,2018,"paul ricard",5842
"2018france","csainz","renault","f1",1,92.394,2018,"paul ricard",5842
"2018france","dricciardo","red bull","f1",1,91.91,2018,"paul ricard",5842
"2018france","eocon","force india","f1",1,92.786,2018,"paul ricard",5842
"2018france","falonso","mclaren","f1",1,92.976,2018,"paul ricard",5842
"2018france","kmagnussen","haas","f1",1,92.169,2018,"paul ricard",5842
"2018france","kraikkonen","ferrari","f1",1,91.567,2018,"paul ricard",5842
"2018france","lhamilton","mercedes f1","f1",1,91.271,2018,"paul ricard",5842
"2018france","lstroll","williams","f1",1,93.729,2018,"paul ricard",5842
"2018france","mericsson","sauber","f1",1,92.804,2018,"paul ricard",5842
"2018france","mverstappen","red bull","f1",1,91.531,2018,"paul ricard",5842
"2018france","nhulkenberg","renault","f1",1,92.949,2018,"paul ricard",5842
"2018france","pgasly","toro rosso","f1",1,92.447,2018,"paul ricard",5842
"2018france","rgrosjean","haas","f1",1,92.083,2018,"paul ricard",5842
"2018france","sperez","force india","f1",1,92.692,2018,"paul ricard",5842
"2018france","ssirotkin","williams","f1",1,93.636,2018,"paul ricard",5842
"2018france","svandoorne","mclaren","f1",1,93.162,2018,"paul ricard",5842
"2018france","svettel","ferrari","f1",1,91.82,2018,"paul ricard",5842
"2018france","vbottas","mercedes f1","f1",1,91.776,2018,"paul ricard",5842
"2018france","cleclerc","sauber","f1",2,92.055,2018,"paul ricard",5842
"2018france","csainz","renault","f1",2,92.016,2018,"paul ricard",5842
"2018france","dricciardo","red bull","f1",2,91.538,2018,"paul ricard",5842
"2018france","eocon","force india","f1",2,92.075,2018,"paul ricard",5842
"2018france","kmagnussen","haas","f1",2,91.51,2018,"paul ricard",5842
"2018france","kraikkonen","ferrari","f1",2,90.772,2018,"paul ricard",5842
"2018france","lhamilton","mercedes f1","f1",2,90.645,2018,"paul ricard",5842
"2018france","mericsson","sauber","f1",2,92.82,2018,"paul ricard",5842
"2018france","mverstappen","red bull","f1",2,90.818,2018,"paul ricard",5842
"2018france","nhulkenberg","renault","f1",2,92.115,2018,"paul ricard",5842
"2018france","pgasly","toro rosso","f1",2,92.46,2018,"paul ricard",5842
"2018france","rgrosjean","haas","f1",2,91.472,2018,"paul ricard",5842
"2018france","sperez","force india","f1",2,92.454,2018,"paul ricard",5842
"2018france","svettel","ferrari","f1",2,90.751,2018,"paul ricard",5842
"2018france","vbottas","mercedes f1","f1",2,91.227,2018,"paul ricard",5842
"2018france","cleclerc","sauber","f1",3,92.635,2018,"paul ricard",5842
"2018france","csainz","renault","f1",3,92.126,2018,"paul ricard",5842
"2018france","dricciardo","red bull","f1",3,90.895,2018,"paul ricard",5842
"2018france","kmagnussen","haas","f1",3,92.93,2018,"paul ricard",5842
"2018france","kraikkonen","ferrari","f1",3,91.057,2018,"paul ricard",5842
"2018france","lhamilton","mercedes f1","f1",3,90.029,2018,"paul ricard",5842
"2018france","mverstappen","red bull","f1",3,90.705,2018,"paul ricard",5842
"2018france","svettel","ferrari","f1",3,90.4,2018,"paul ricard",5842
"2018france","vbottas","mercedes f1","f1",3,90.147,2018,"paul ricard",5842
"2018austria","bhartley","toro rosso","f1",1,65.366,2018,"red bull ring",4318
"2018austria","cleclerc","sauber","f1",1,64.967,2018,"red bull ring",4318
"2018austria","csainz","renault","f1",1,64.948,2018,"red bull ring",4318
"2018austria","dricciardo","red bull","f1",1,64.723,2018,"red bull ring",4318
"2018austria","eocon","force india","f1",1,65.148,2018,"red bull ring",4318
"2018austria","falonso","mclaren","f1",1,64.965,2018,"red bull ring",4318
"2018austria","kmagnussen","haas","f1",1,64.46,2018,"red bull ring",4318
"2018austria","kraikkonen","ferrari","f1",1,64.234,2018,"red bull ring",4318
"2018austria","lhamilton","mercedes f1","f1",1,64.08,2018,"red bull ring",4318
"2018austria","lstroll","williams","f1",1,65.264,2018,"red bull ring",4318
"2018austria","mericsson","sauber","f1",1,65.479,2018,"red bull ring",4318
"2018austria","mverstappen","red bull","f1",1,64.273,2018,"red bull ring",4318
"2018austria","nhulkenberg","renault","f1",1,64.864,2018,"red bull ring",4318
"2018austria","pgasly","toro rosso","f1",1,65.011,2018,"red bull ring",4318
"2018austria","rgrosjean","haas","f1",1,64.242,2018,"red bull ring",4318
"2018austria","sperez","force india","f1",1,65.279,2018,"red bull ring",4318
"2018austria","ssirotkin","williams","f1",1,65.322,2018,"red bull ring",4318
"2018austria","svandoorne","mclaren","f1",1,65.271,2018,"red bull ring",4318
"2018austria","svettel","ferrari","f1",1,64.347,2018,"red bull ring",4318
"2018austria","vbottas","mercedes f1","f1",1,64.175,2018,"red bull ring",4318
"2018austria","cleclerc","sauber","f1",2,64.979,2018,"red bull ring",4318
"2018austria","csainz","renault","f1",2,64.561,2018,"red bull ring",4318
"2018austria","dricciardo","red bull","f1",2,64.403,2018,"red bull ring",4318
"2018austria","eocon","force india","f1",2,64.845,2018,"red bull ring",4318
"2018austria","falonso","mclaren","f1",2,65.058,2018,"red bull ring",4318
"2018austria","kmagnussen","haas","f1",2,64.291,2018,"red bull ring",4318
"2018austria","kraikkonen","ferrari","f1",2,63.975,2018,"red bull ring",4318
"2018austria","lhamilton","mercedes f1","f1",2,63.577,2018,"red bull ring",4318
"2018austria","lstroll","williams","f1",2,65.286,2018,"red bull ring",4318
"2018austria","mverstappen","red bull","f1",2,64.001,2018,"red bull ring",4318
"2018austria","nhulkenberg","renault","f1",2,64.676,2018,"red bull ring",4318
"2018austria","pgasly","toro rosso","f1",2,64.874,2018,"red bull ring",4318
"2018austria","rgrosjean","haas","f1",2,64.059,2018,"red bull ring",4318
"2018austria","svettel","ferrari","f1",2,63.544,2018,"red bull ring",4318
"2018austria","vbottas","mercedes f1","f1",2,63.756,2018,"red bull ring",4318
"2018austria","csainz","renault","f1",3,64.725,2018,"red bull ring",4318
"2018austria","dricciardo","red bull","f1",3,63.996,2018,"red bull ring",4318
"2018austria","kmagnussen","haas","f1",3,64.051,2018,"red bull ring",4318
"2018austria","kraikkonen","ferrari","f1",3,63.66,2018,"red bull ring",4318
"2018austria","lhamilton","mercedes f1","f1",3,63.149,2018,"red bull ring",4318
"2018austria","mverstappen","red bull","f1",3,63.84,2018,"red bull ring",4318
"2018austria","nhulkenberg","renault","f1",3,65.019,2018,"red bull ring",4318
"2018austria","rgrosjean","haas","f1",3,63.892,2018,"red bull ring",4318
"2018austria","svettel","ferrari","f1",3,63.464,2018,"red bull ring",4318
"2018austria","vbottas","mercedes f1","f1",3,63.13,2018,"red bull ring",4318
"2018greatbritain","cleclerc","sauber","f1",1,87.962,2018,"silverstone",5891
"2018greatbritain","csainz","renault","f1",1,88.456,2018,"silverstone",5891
"2018greatbritain","dricciardo","red bull","f1",1,87.979,2018,"silverstone",5891
"2018greatbritain","eocon","force india","f1",1,88.279,2018,"silverstone",5891
"2018greatbritain","falonso","mclaren","f1",1,88.187,2018,"silverstone",5891
"2018greatbritain","kmagnussen","haas","f1",1,88.143,2018,"silverstone",5891
"2018greatbritain","kraikkonen","ferrari","f1",1,87.549,2018,"silverstone",5891
"2018greatbritain","lhamilton","mercedes f1","f1",1,86.818,2018,"silverstone",5891
"2018greatbritain","mericsson","sauber","f1",1,88.249,2018,"silverstone",5891
"2018greatbritain","mverstappen","red bull","f1",1,87.309,2018,"silverstone",5891
"2018greatbritain","nhulkenberg","renault","f1",1,88.017,2018,"silverstone",5891
"2018greatbritain","pgasly","toro rosso","f1",1,88.399,2018,"silverstone",5891
"2018greatbritain","rgrosjean","haas","f1",1,88.086,2018,"silverstone",5891
"2018greatbritain","sperez","force india","f1",1,88.21,2018,"silverstone",5891
"2018greatbritain","ssirotkin","williams","f1",1,89.252,2018,"silverstone",5891
"2018greatbritain","svandoorne","mclaren","f1",1,89.096,2018,"silverstone",5891
"2018greatbritain","svettel","ferrari","f1",1,86.585,2018,"silverstone",5891
"2018greatbritain","vbottas","mercedes f1","f1",1,87.025,2018,"silverstone",5891
"2018greatbritain","cleclerc","sauber","f1",2,87.79,2018,"silverstone",5891
"2018greatbritain","dricciardo","red bull","f1",2,87.369,2018,"silverstone",5891
"2018greatbritain","eocon","force india","f1",2,87.843,2018,"silverstone",5891
"2018greatbritain","falonso","mclaren","f1",2,88.139,2018,"silverstone",5891
"2018greatbritain","kmagnussen","haas","f1",2,87.73,2018,"silverstone",5891
"2018greatbritain","kraikkonen","ferrari","f1",2,86.483,2018,"silverstone",5891
"2018greatbritain","lhamilton","mercedes f1","f1",2,86.256,2018,"silverstone",5891
"2018greatbritain","mericsson","sauber","f1",2,88.391,2018,"silverstone",5891
"2018greatbritain","mverstappen","red bull","f1",2,87.013,2018,"silverstone",5891
"2018greatbritain","nhulkenberg","renault","f1",2,87.901,2018,"silverstone",5891
"2018greatbritain","pgasly","toro rosso","f1",2,88.343,2018,"silverstone",5891
"2018greatbritain","rgrosjean","haas","f1",2,87.522,2018,"silverstone",5891
"2018greatbritain","sperez","force india","f1",2,87.928,2018,"silverstone",5891
"2018greatbritain","svettel","ferrari","f1",2,86.372,2018,"silverstone",5891
"2018greatbritain","vbottas","mercedes f1","f1",2,86.413,2018,"silverstone",5891
"2018greatbritain","cleclerc","sauber","f1",3,87.879,2018,"silverstone",5891
"2018greatbritain","dricciardo","red bull","f1",3,87.099,2018,"silverstone",5891
"2018greatbritain","eocon","force india","f1",3,88.194,2018,"silverstone",5891
"2018greatbritain","kmagnussen","haas","f1",3,87.244,2018,"silverstone",5891
"2018greatbritain","kraikkonen","ferrari","f1",3,85.99,2018,"silverstone",5891
"2018greatbritain","lhamilton","mercedes f1","f1",3,85.892,2018,"silverstone",5891
"2018greatbritain","mverstappen","red bull","f1",3,86.602,2018,"silverstone",5891
"2018greatbritain","rgrosjean","haas","f1",3,87.455,2018,"silverstone",5891
"2018greatbritain","svettel","ferrari","f1",3,85.936,2018,"silverstone",5891
"2018greatbritain","vbottas","mercedes f1","f1",3,86.217,2018,"silverstone",5891
"2018germany","bhartley","toro rosso","f1",1,74.045,2018,"hockenheim",4574
"2018germany","cleclerc","sauber","f1",1,73.077,2018,"hockenheim",4574
"2018germany","csainz","renault","f1",1,73.324,2018,"hockenheim",4574
"2018germany","dricciardo","red bull","f1",1,73.318,2018,"hockenheim",4574
"2018germany","eocon","force india","f1",1,73.72,2018,"hockenheim",4574
"2018germany","falonso","mclaren","f1",1,73.614,2018,"hockenheim",4574
"2018germany","kmagnussen","haas","f1",1,73.105,2018,"hockenheim",4574
"2018germany","kraikkonen","ferrari","f1",1,72.505,2018,"hockenheim",4574
"2018germany","lhamilton","mercedes f1","f1",1,73.012,2018,"hockenheim",4574
"2018germany","lstroll","williams","f1",1,74.206,2018,"hockenheim",4574
"2018germany","mericsson","sauber","f1",1,73.562,2018,"hockenheim",4574
"2018germany","mverstappen","red bull","f1",1,73.127,2018,"hockenheim",4574
"2018germany","nhulkenberg","renault","f1",1,73.479,2018,"hockenheim",4574
"2018germany","pgasly","toro rosso","f1",1,73.749,2018,"hockenheim",4574
"2018germany","rgrosjean","haas","f1",1,72.986,2018,"hockenheim",4574
"2018germany","sperez","force india","f1",1,73.427,2018,"hockenheim",4574
"2018germany","ssirotkin","williams","f1",1,73.708,2018,"hockenheim",4574
"2018germany","svandoorne","mclaren","f1",1,74.401,2018,"hockenheim",4574
"2018germany","svettel","ferrari","f1",1,72.538,2018,"hockenheim",4574
"2018germany","vbottas","mercedes f1","f1",1,72.962,2018,"hockenheim",4574
"2018germany","cleclerc","sauber","f1",2,72.995,2018,"hockenheim",4574
"2018germany","csainz","renault","f1",2,73.032,2018,"hockenheim",4574
"2018germany","falonso","mclaren","f1",2,73.657,2018,"hockenheim",4574
"2018germany","kmagnussen","haas","f1",2,72.523,2018,"hockenheim",4574
"2018germany","kraikkonen","ferrari","f1",2,72.336,2018,"hockenheim",4574
"2018germany","mericsson","sauber","f1",2,73.736,2018,"hockenheim",4574
"2018germany","mverstappen","red bull","f1",2,72.188,2018,"hockenheim",4574
"2018germany","nhulkenberg","renault","f1",2,72.946,2018,"hockenheim",4574
"2018germany","rgrosjean","haas","f1",2,72.722,2018,"hockenheim",4574
"2018germany","sperez","force india","f1",2,73.072,2018,"hockenheim",4574
"2018germany","ssirotkin","williams","f1",2,73.702,2018,"hockenheim",4574
"2018germany","svettel","ferrari","f1",2,72.505,2018,"hockenheim",4574
"2018germany","vbottas","mercedes f1","f1",2,72.152,2018,"hockenheim",4574
"2018germany","cleclerc","sauber","f1",3,72.717,2018,"hockenheim",4574
"2018germany","csainz","renault","f1",3,72.692,2018,"hockenheim",4574
"2018germany","kmagnussen","haas","f1",3,72.2,2018,"hockenheim",4574
"2018germany","kraikkonen","ferrari","f1",3,71.547,2018,"hockenheim",4574
"2018germany","mverstappen","red bull","f1",3,71.822,2018,"hockenheim",4574
"2018germany","nhulkenberg","renault","f1",3,72.56,2018,"hockenheim",4574
"2018germany","rgrosjean","haas","f1",3,72.544,2018,"hockenheim",4574
"2018germany","sperez","force india","f1",3,72.774,2018,"hockenheim",4574
"2018germany","svettel","ferrari","f1",3,71.212,2018,"hockenheim",4574
"2018germany","vbottas","mercedes f1","f1",3,71.416,2018,"hockenheim",4574
"2018belgium","bhartley","toro rosso","f1",1,104.153,2018,"spa francorchamps",7004
"2018belgium","cleclerc","sauber","f1",1,103.654,2018,"spa francorchamps",7004
"2018belgium","csainz","renault","f1",1,104.489,2018,"spa francorchamps",7004
"2018belgium","dricciardo","red bull","f1",1,103.604,2018,"spa francorchamps",7004
"2018belgium","eocon","force india","f1",1,104.003,2018,"spa francorchamps",7004
"2018belgium","falonso","mclaren","f1",1,104.917,2018,"spa francorchamps",7004
"2018belgium","kmagnussen","haas","f1",1,103.834,2018,"spa francorchamps",7004
"2018belgium","kraikkonen","ferrari","f1",1,102.585,2018,"spa francorchamps",7004
"2018belgium","lhamilton","mercedes f1","f1",1,102.977,2018,"spa francorchamps",7004
"2018belgium","lstroll","williams","f1",1,105.134,2018,"spa francorchamps",7004
"2018belgium","mericsson","sauber","f1",1,103.846,2018,"spa francorchamps",7004
"2018belgium","mverstappen","red bull","f1",1,103.199,2018,"spa francorchamps",7004
"2018belgium","nhulkenberg","renault","f1",1,104.145,2018,"spa francorchamps",7004
"2018belgium","pgasly","toro rosso","f1",1,104.221,2018,"spa francorchamps",7004
"2018belgium","rgrosjean","haas","f1",1,103.597,2018,"spa francorchamps",7004
"2018belgium","sperez","force india","f1",1,104.004,2018,"spa francorchamps",7004
"2018belgium","ssirotkin","williams","f1",1,104.998,2018,"spa francorchamps",7004
"2018belgium","svandoorne","mclaren","f1",1,105.307,2018,"spa francorchamps",7004
"2018belgium","svettel","ferrari","f1",1,103.035,2018,"spa francorchamps",7004
"2018belgium","vbottas","mercedes f1","f1",1,102.805,2018,"spa francorchamps",7004
"2018belgium","bhartley","toro rosso","f1",2,103.865,2018,"spa francorchamps",7004
"2018belgium","cleclerc","sauber","f1",2,104.062,2018,"spa francorchamps",7004
"2018belgium","dricciardo","red bull","f1",2,103.126,2018,"spa francorchamps",7004
"2018belgium","eocon","force india","f1",2,103.302,2018,"spa francorchamps",7004
"2018belgium","kmagnussen","haas","f1",2,103.32,2018,"spa francorchamps",7004
"2018belgium","kraikkonen","ferrari","f1",2,101.533,2018,"spa francorchamps",7004
