"race","driver","team","series","session","sec","year","circuit","perim"
"2017malaysia","sperez","force india","f1",2,91.484,2017,"sepang",5543
"2017malaysia","svandoorne","mclaren","f1",2,91.848,2017,"sepang",5543
"2017malaysia","vbottas","mercedes f1","f1",2,90.803,2017,"sepang",5543
"2017malaysia","dricciardo","red bull","f1",3,90.595,2017,"sepang",5543
"2017malaysia","eocon","force india","f1",3,91.478,2017,"sepang",5543
"2017malaysia","falonso","mclaren","f1",3,91.704,2017,"sepang",5543
"2017malaysia","kraikkonen","ferrari","f1",3,90.121,2017,"sepang",5543
"2017malaysia","lhamilton","mercedes f1","f1",3,90.076,2017,"sepang",5543
"2017malaysia","mverstappen","red bull","f1",3,90.541,2017,"sepang",5543
"2017malaysia","nhulkenberg","renault","f1",3,91.607,2017,"sepang",5543
"2017malaysia","sperez","force india","f1",3,91.658,2017,"sepang",5543
"2017malaysia","svandoorne","mclaren","f1",3,91.582,2017,"sepang",5543
"2017malaysia","vbottas","mercedes f1","f1",3,90.758,2017,"sepang",5543
"2017japan","csainz","toro rosso","f1",1,90.565,2017,"suzuka",5807
"2017japan","dricciardo","red bull","f1",1,89.475,2017,"suzuka",5807
"2017japan","eocon","force india","f1",1,90.115,2017,"suzuka",5807
"2017japan","falonso","mclaren","f1",1,90.525,2017,"suzuka",5807
"2017japan","fmassa","williams","f1",1,90.352,2017,"suzuka",5807
"2017japan","jpalmer","renault","f1",1,90.516,2017,"suzuka",5807
"2017japan","kmagnussen","haas","f1",1,90.774,2017,"suzuka",5807
"2017japan","kraikkonen","ferrari","f1",1,89.163,2017,"suzuka",5807
"2017japan","lhamilton","mercedes f1","f1",1,89.047,2017,"suzuka",5807
"2017japan","lstroll","williams","f1",1,91.409,2017,"suzuka",5807
"2017japan","mericsson","sauber","f1",1,91.597,2017,"suzuka",5807
"2017japan","mverstappen","red bull","f1",1,89.181,2017,"suzuka",5807
"2017japan","nhulkenberg","renault","f1",1,90.252,2017,"suzuka",5807
"2017japan","pgasly","toro rosso","f1",1,91.317,2017,"suzuka",5807
"2017japan","pwehrlein","sauber","f1",1,91.885,2017,"suzuka",5807
"2017japan","rgrosjean","haas","f1",1,90.849,2017,"suzuka",5807
"2017japan","sperez","force india","f1",1,89.696,2017,"suzuka",5807
"2017japan","svandoorne","mclaren","f1",1,90.654,2017,"suzuka",5807
"2017japan","svettel","ferrari","f1",1,89.352,2017,"suzuka",5807
"2017japan","vbottas","mercedes f1","f1",1,89.332,2017,"suzuka",5807
"2017japan","csainz","toro rosso","f1",2,90.413,2017,"suzuka",5807
"2017japan","dricciardo","red bull","f1",2,88.935,2017,"suzuka",5807
"2017japan","eocon","force india","f1",2,89.199,2017,"suzuka",5807
"2017japan","falonso","mclaren","f1",2,89.749,2017,"suzuka",5807
"2017japan","fmassa","williams","f1",2,89.687,2017,"suzuka",5807
"2017japan","jpalmer","renault","f1",2,90.022,2017,"suzuka",5807
"2017japan","kmagnussen","haas","f1",2,89.972,2017,"suzuka",5807
"2017japan","kraikkonen","ferrari","f1",2,89.079,2017,"suzuka",5807
"2017japan","lhamilton","mercedes f1","f1",2,87.819,2017,"suzuka",5807
"2017japan","mverstappen","red bull","f1",2,88.747,2017,"suzuka",5807
"2017japan","nhulkenberg","renault","f1",2,89.879,2017,"suzuka",5807
"2017japan","sperez","force india","f1",2,89.343,2017,"suzuka",5807
"2017japan","svandoorne","mclaren","f1",2,89.778,2017,"suzuka",5807
"2017japan","svettel","ferrari","f1",2,88.225,2017,"suzuka",5807
"2017japan","vbottas","mercedes f1","f1",2,88.543,2017,"suzuka",5807
"2017japan","dricciardo","red bull","f1",3,88.306,2017,"suzuka",5807
"2017japan","eocon","force india","f1",3,89.111,2017,"suzuka",5807
"2017japan","falonso","mclaren","f1",3,90.687,2017,"suzuka",5807
"2017japan","fmassa","williams","f1",3,89.48,2017,"suzuka",5807
"2017japan","kraikkonen","ferrari","f1",3,88.498,2017,"suzuka",5807
"2017japan","lhamilton","mercedes f1","f1",3,87.319,2017,"suzuka",5807
"2017japan","mverstappen","red bull","f1",3,88.332,2017,"suzuka",5807
"2017japan","sperez","force india","f1",3,89.26,2017,"suzuka",5807
"2017japan","svettel","ferrari","f1",3,87.791,2017,"suzuka",5807
"2017japan","vbottas","mercedes f1","f1",3,87.651,2017,"suzuka",5807
"2017usa","bhartley","toro rosso","f1",1,96.889,2017,"americas",5513
"2017usa","csainz","renault","f1",1,95.517,2017,"americas",5513
"2017usa","dkvyat","toro rosso","f1",1,96.073,2017,"americas",5513
"2017usa","dricciardo","red bull","f1",1,95.991,2017,"americas",5513
"2017usa","eocon","force india","f1",1,95.849,2017,"americas",5513
"2017usa","falonso","mclaren","f1",1,95.712,2017,"americas",5513
"2017usa","fmassa","williams","f1",1,95.603,2017,"americas",5513
"2017usa","kmagnussen","haas","f1",1,97.394,2017,"americas",5513
"2017usa","kraikkonen","ferrari","f1",1,95.649,2017,"americas",5513
"2017usa","lhamilton","mercedes f1","f1",1,94.822,2017,"americas",5513
"2017usa","lstroll","williams","f1",1,96.868,2017,"americas",5513
"2017usa","mericsson","sauber","f1",1,96.842,2017,"americas",5513
"2017usa","mverstappen","red bull","f1",1,94.899,2017,"americas",5513
"2017usa","nhulkenberg","renault","f1",1,95.74,2017,"americas",5513
"2017usa","pwehrlein","sauber","f1",1,97.179,2017,"americas",5513
"2017usa","rgrosjean","haas","f1",1,96.835,2017,"americas",5513
"2017usa","sperez","force india","f1",1,96.358,2017,"americas",5513
"2017usa","svandoorne","mclaren","f1",1,96.286,2017,"americas",5513
"2017usa","svettel","ferrari","f1",1,95.42,2017,"americas",5513
"2017usa","vbottas","mercedes f1","f1",1,95.309,2017,"americas",5513
"2017usa","csainz","renault","f1",2,94.899,2017,"americas",5513
"2017usa","dkvyat","toro rosso","f1",2,95.529,2017,"americas",5513
"2017usa","dricciardo","red bull","f1",2,94.495,2017,"americas",5513
"2017usa","eocon","force india","f1",2,95.113,2017,"americas",5513
"2017usa","falonso","mclaren","f1",2,95.046,2017,"americas",5513
"2017usa","fmassa","williams","f1",2,95.155,2017,"americas",5513
"2017usa","kraikkonen","ferrari","f1",2,93.84,2017,"americas",5513
"2017usa","lhamilton","mercedes f1","f1",2,93.437,2017,"americas",5513
"2017usa","mverstappen","red bull","f1",2,94.716,2017,"americas",5513
"2017usa","rgrosjean","haas","f1",2,95.87,2017,"americas",5513
"2017usa","sperez","force india","f1",2,94.789,2017,"americas",5513
"2017usa","svandoorne","mclaren","f1",2,95.641,2017,"americas",5513
"2017usa","svettel","ferrari","f1",2,94.103,2017,"americas",5513
"2017usa","vbottas","mercedes f1","f1",2,93.769,2017,"americas",5513
"2017usa","csainz","renault","f1",3,94.852,2017,"americas",5513
"2017usa","dricciardo","red bull","f1",3,93.577,2017,"americas",5513
"2017usa","eocon","force india","f1",3,94.647,2017,"americas",5513
"2017usa","falonso","mclaren","f1",3,95.007,2017,"americas",5513
"2017usa","kraikkonen","ferrari","f1",3,93.577,2017,"americas",5513
"2017usa","lhamilton","mercedes f1","f1",3,93.108,2017,"americas",5513
"2017usa","mverstappen","red bull","f1",3,93.658,2017,"americas",5513
"2017usa","sperez","force india","f1",3,95.148,2017,"americas",5513
"2017usa","svettel","ferrari","f1",3,93.347,2017,"americas",5513
"2017usa","vbottas","mercedes f1","f1",3,93.568,2017,"americas",5513
"2017mexico","bhartley","toro rosso","f1",1,78.683,2017,"mexico city",4304
"2017mexico","csainz","renault","f1",1,78.405,2017,"mexico city",4304
"2017mexico","dricciardo","red bull","f1",1,78.208,2017,"mexico city",4304
"2017mexico","eocon","force india","f1",1,78.336,2017,"mexico city",4304
"2017mexico","falonso","mclaren","f1",1,77.71,2017,"mexico city",4304
"2017mexico","fmassa","williams","f1",1,78.57,2017,"mexico city",4304
"2017mexico","kmagnussen","haas","f1",1,79.443,2017,"mexico city",4304
"2017mexico","kraikkonen","ferrari","f1",1,78.148,2017,"mexico city",4304
"2017mexico","lhamilton","mercedes f1","f1",1,77.518,2017,"mexico city",4304
"2017mexico","lstroll","williams","f1",1,78.902,2017,"mexico city",4304
"2017mexico","mericsson","sauber","f1",1,79.176,2017,"mexico city",4304
"2017mexico","mverstappen","red bull","f1",1,77.63,2017,"mexico city",4304
"2017mexico","nhulkenberg","renault","f1",1,78.322,2017,"mexico city",4304
"2017mexico","pwehrlein","sauber","f1",1,79.333,2017,"mexico city",4304
"2017mexico","rgrosjean","haas","f1",1,79.473,2017,"mexico city",4304
"2017mexico","sperez","force india","f1",1,78.02,2017,"mexico city",4304
"2017mexico","svandoorne","mclaren","f1",1,78.578,2017,"mexico city",4304
"2017mexico","svettel","ferrari","f1",1,77.665,2017,"mexico city",4304
"2017mexico","vbottas","mercedes f1","f1",1,77.578,2017,"mexico city",4304
"2017mexico","csainz","renault","f1",2,77.753,2017,"mexico city",4304
"2017mexico","dricciardo","red bull","f1",2,77.631,2017,"mexico city",4304
"2017mexico","eocon","force india","f1",2,77.827,2017,"mexico city",4304
"2017mexico","fmassa","williams","f1",2,78.099,2017,"mexico city",4304
"2017mexico","kraikkonen","ferrari","f1",2,77.534,2017,"mexico city",4304
"2017mexico","lhamilton","mercedes f1","f1",2,77.035,2017,"mexico city",4304
"2017mexico","lstroll","williams","f1",2,79.159,2017,"mexico city",4304
"2017mexico","mverstappen","red bull","f1",2,76.524,2017,"mexico city",4304
"2017mexico","nhulkenberg","renault","f1",2,77.792,2017,"mexico city",4304
"2017mexico","sperez","force india","f1",2,77.868,2017,"mexico city",4304
"2017mexico","svettel","ferrari","f1",2,76.87,2017,"mexico city",4304
"2017mexico","vbottas","mercedes f1","f1",2,77.161,2017,"mexico city",4304
"2017mexico","csainz","renault","f1",3,77.794,2017,"mexico city",4304
"2017mexico","dricciardo","red bull","f1",3,77.447,2017,"mexico city",4304
"2017mexico","eocon","force india","f1",3,77.437,2017,"mexico city",4304
"2017mexico","kraikkonen","ferrari","f1",3,77.238,2017,"mexico city",4304
"2017mexico","lhamilton","mercedes f1","f1",3,76.934,2017,"mexico city",4304
"2017mexico","mverstappen","red bull","f1",3,76.574,2017,"mexico city",4304
"2017mexico","nhulkenberg","renault","f1",3,77.466,2017,"mexico city",4304
"2017mexico","sperez","force india","f1",3,77.807,2017,"mexico city",4304
"2017mexico","svettel","ferrari","f1",3,76.488,2017,"mexico city",4304
"2017mexico","vbottas","mercedes f1","f1",3,76.958,2017,"mexico city",4304
"2017brazil","bhartley","toro rosso","f1",1,70.625,2017,"interlagos",4309
"2017brazil","csainz","renault","f1",1,70.227,2017,"interlagos",4309
"2017brazil","dricciardo","red bull","f1",1,69.828,2017,"interlagos",4309
"2017brazil","eocon","force india","f1",1,70.168,2017,"interlagos",4309
"2017brazil","falonso","mclaren","f1",1,70.172,2017,"interlagos",4309
"2017brazil","fmassa","williams","f1",1,69.789,2017,"interlagos",4309
"2017brazil","kmagnussen","haas","f1",1,70.521,2017,"interlagos",4309
"2017brazil","kraikkonen","ferrari","f1",1,69.405,2017,"interlagos",4309
"2017brazil","lstroll","williams","f1",1,70.776,2017,"interlagos",4309
"2017brazil","mericsson","sauber","f1",1,70.875,2017,"interlagos",4309
"2017brazil","mverstappen","red bull","f1",1,69.82,2017,"interlagos",4309
"2017brazil","nhulkenberg","renault","f1",1,70.078,2017,"interlagos",4309
"2017brazil","pgasly","toro rosso","f1",1,70.686,2017,"interlagos",4309
"2017brazil","pwehrlein","sauber","f1",1,70.678,2017,"interlagos",4309
"2017brazil","rgrosjean","haas","f1",1,70.148,2017,"interlagos",4309
"2017brazil","sperez","force india","f1",1,70.145,2017,"interlagos",4309
"2017brazil","svandoorne","mclaren","f1",1,70.286,2017,"interlagos",4309
"2017brazil","svettel","ferrari","f1",1,69.643,2017,"interlagos",4309
"2017brazil","vbottas","mercedes f1","f1",1,69.452,2017,"interlagos",4309
"2017brazil","csainz","renault","f1",2,69.768,2017,"interlagos",4309
"2017brazil","dricciardo","red bull","f1",2,69.533,2017,"interlagos",4309
"2017brazil","eocon","force india","f1",2,69.83,2017,"interlagos",4309
"2017brazil","falonso","mclaren","f1",2,69.593,2017,"interlagos",4309
"2017brazil","fmassa","williams","f1",2,69.612,2017,"interlagos",4309
"2017brazil","kmagnussen","haas","f1",2,70.154,2017,"interlagos",4309
"2017brazil","kraikkonen","ferrari","f1",2,69.116,2017,"interlagos",4309
"2017brazil","mverstappen","red bull","f1",2,69.05,2017,"interlagos",4309
"2017brazil","nhulkenberg","renault","f1",2,69.726,2017,"interlagos",4309
"2017brazil","rgrosjean","haas","f1",2,69.879,2017,"interlagos",4309
"2017brazil","sperez","force india","f1",2,69.76,2017,"interlagos",4309
"2017brazil","svandoorne","mclaren","f1",2,70.116,2017,"interlagos",4309
"2017brazil","svettel","ferrari","f1",2,68.494,2017,"interlagos",4309
"2017brazil","vbottas","mercedes f1","f1",2,68.638,2017,"interlagos",4309
"2017brazil","csainz","renault","f1",3,69.805,2017,"interlagos",4309
"2017brazil","dricciardo","red bull","f1",3,69.33,2017,"interlagos",4309
"2017brazil","falonso","mclaren","f1",3,69.617,2017,"interlagos",4309
"2017brazil","fmassa","williams","f1",3,69.841,2017,"interlagos",4309
"2017brazil","kraikkonen","ferrari","f1",3,68.538,2017,"interlagos",4309
"2017brazil","mverstappen","red bull","f1",3,68.925,2017,"interlagos",4309
"2017brazil","nhulkenberg","renault","f1",3,69.703,2017,"interlagos",4309
"2017brazil","sperez","force india","f1",3,69.598,2017,"interlagos",4309
"2017brazil","svettel","ferrari","f1",3,68.36,2017,"interlagos",4309
"2017brazil","vbottas","mercedes f1","f1",3,68.322,2017,"interlagos",4309
"2017abudhabi","bhartley","toro rosso","f1",1,100.471,2017,"yas marina",5554
"2017abudhabi","csainz","renault","f1",1,98.81,2017,"yas marina",5554
"2017abudhabi","dricciardo","red bull","f1",1,98.016,2017,"yas marina",5554
"2017abudhabi","eocon","force india","f1",1,98.896,2017,"yas marina",5554
"2017abudhabi","falonso","mclaren","f1",1,98.82,2017,"yas marina",5554
"2017abudhabi","fmassa","williams","f1",1,98.629,2017,"yas marina",5554
"2017abudhabi","kmagnussen","haas","f1",1,99.395,2017,"yas marina",5554
"2017abudhabi","kraikkonen","ferrari","f1",1,97.453,2017,"yas marina",5554
"2017abudhabi","lhamilton","mercedes f1","f1",1,97.391,2017,"yas marina",5554
"2017abudhabi","lstroll","williams","f1",1,99.503,2017,"yas marina",5554
"2017abudhabi","mericsson","sauber","f1",1,99.994,2017,"yas marina",5554
"2017abudhabi","mverstappen","red bull","f1",1,98.021,2017,"yas marina",5554
"2017abudhabi","nhulkenberg","renault","f1",1,98.781,2017,"yas marina",5554
"2017abudhabi","pgasly","toro rosso","f1",1,99.724,2017,"yas marina",5554
"2017abudhabi","pwehrlein","sauber","f1",1,99.93,2017,"yas marina",5554
"2017abudhabi","rgrosjean","haas","f1",1,99.516,2017,"yas marina",5554
"2017abudhabi","sperez","force india","f1",1,98.601,2017,"yas marina",5554
"2017abudhabi","svandoorne","mclaren","f1",1,98.777,2017,"yas marina",5554
"2017abudhabi","svettel","ferrari","f1",1,97.817,2017,"yas marina",5554
"2017abudhabi","vbottas","mercedes f1","f1",1,97.356,2017,"yas marina",5554
"2017abudhabi","csainz","renault","f1",2,98.725,2017,"yas marina",5554
"2017abudhabi","dricciardo","red bull","f1",2,97.583,2017,"yas marina",5554
"2017abudhabi","eocon","force india","f1",2,98.392,2017,"yas marina",5554
"2017abudhabi","falonso","mclaren","f1",2,98.636,2017,"yas marina",5554
"2017abudhabi","fmassa","williams","f1",2,98.565,2017,"yas marina",5554
"2017abudhabi","kmagnussen","haas","f1",2,99.298,2017,"yas marina",5554
"2017abudhabi","kraikkonen","ferrari","f1",2,97.302,2017,"yas marina",5554
"2017abudhabi","lhamilton","mercedes f1","f1",2,96.742,2017,"yas marina",5554
"2017abudhabi","lstroll","williams","f1",2,99.646,2017,"yas marina",5554
"2017abudhabi","mverstappen","red bull","f1",2,97.777,2017,"yas marina",5554
"2017abudhabi","nhulkenberg","renault","f1",2,98.138,2017,"yas marina",5554
"2017abudhabi","sperez","force india","f1",2,98.359,2017,"yas marina",5554
"2017abudhabi","svandoorne","mclaren","f1",2,98.808,2017,"yas marina",5554
"2017abudhabi","svettel","ferrari","f1",2,97.023,2017,"yas marina",5554
"2017abudhabi","vbottas","mercedes f1","f1",2,96.822,2017,"yas marina",5554
"2017abudhabi","dricciardo","red bull","f1",3,96.959,2017,"yas marina",5554
"2017abudhabi","eocon","force india","f1",3,98.397,2017,"yas marina",5554
"2017abudhabi","fmassa","williams","f1",3,98.55,2017,"yas marina",5554
"2017abudhabi","kraikkonen","ferrari","f1",3,96.985,2017,"yas marina",5554
"2017abudhabi","lhamilton","mercedes f1","f1",3,96.403,2017,"yas marina",5554
"2017abudhabi","mverstappen","red bull","f1",3,97.328,2017,"yas marina",5554
"2017abudhabi","nhulkenberg","renault","f1",3,98.282,2017,"yas marina",5554
"2017abudhabi","sperez","force india","f1",3,98.374,2017,"yas marina",5554
"2017abudhabi","svettel","ferrari","f1",3,96.777,2017,"yas marina",5554
"2017abudhabi","vbottas","mercedes f1","f1",3,96.231,2017,"yas marina",5554
"2018australia","bhartley","toro rosso","f1",1,84.532,2018,"melbourne",5303
"2018australia","cleclerc","sauber","f1",1,84.636,2018,"melbourne",5303
"2018australia","csainz","renault","f1",1,83.529,2018,"melbourne",5303
"2018australia","dricciardo","red bull","f1",1,83.494,2018,"melbourne",5303
"2018australia","eocon","force india","f1",1,84.503,2018,"melbourne",5303
"2018australia","falonso","mclaren","f1",1,83.597,2018,"melbourne",5303
"2018australia","kmagnussen","haas","f1",1,83.909,2018,"melbourne",5303
"2018australia","kraikkonen","ferrari","f1",1,83.096,2018,"melbourne",5303
"2018australia","lhamilton","mercedes f1","f1",1,82.824,2018,"melbourne",5303
"2018australia","lstroll","williams","f1",1,84.464,2018,"melbourne",5303
"2018australia","mericsson","sauber","f1",1,84.556,2018,"melbourne",5303
"2018australia","mverstappen","red bull","f1",1,83.483,2018,"melbourne",5303
"2018australia","nhulkenberg","renault","f1",1,83.782,2018,"melbourne",5303
"2018australia","pgasly","toro rosso","f1",1,85.295,2018,"melbourne",5303
"2018australia","rgrosjean","haas","f1",1,83.671,2018,"melbourne",5303
"2018australia","sperez","force india","f1",1,84.344,2018,"melbourne",5303
"2018australia","ssirotkin","williams","f1",1,84.922,2018,"melbourne",5303
"2018australia","svandoorne","mclaren","f1",1,84.073,2018,"melbourne",5303
"2018australia","svettel","ferrari","f1",1,83.348,2018,"melbourne",5303
"2018australia","vbottas","mercedes f1","f1",1,83.686,2018,"melbourne",5303
"2018australia","csainz","renault","f1",2,83.061,2018,"melbourne",5303
"2018australia","dricciardo","red bull","f1",2,82.897,2018,"melbourne",5303
"2018australia","eocon","force india","f1",2,84.786,2018,"melbourne",5303
"2018australia","falonso","mclaren","f1",2,83.692,2018,"melbourne",5303
"2018australia","kmagnussen","haas","f1",2,83.3,2018,"melbourne",5303
"2018australia","kraikkonen","ferrari","f1",2,82.507,2018,"melbourne",5303
"2018australia","lhamilton","mercedes f1","f1",2,82.051,2018,"melbourne",5303
"2018australia","lstroll","williams","f1",2,84.23,2018,"melbourne",5303
"2018australia","mverstappen","red bull","f1",2,82.416,2018,"melbourne",5303
"2018australia","nhulkenberg","renault","f1",2,83.544,2018,"melbourne",5303
"2018australia","rgrosjean","haas","f1",2,83.468,2018,"melbourne",5303
"2018australia","sperez","force india","f1",2,84.005,2018,"melbourne",5303
"2018australia","svandoorne","mclaren","f1",2,83.853,2018,"melbourne",5303
"2018australia","svettel","ferrari","f1",2,81.944,2018,"melbourne",5303
"2018australia","vbottas","mercedes f1","f1",2,82.089,2018,"melbourne",5303
"2018australia","csainz","renault","f1",3,83.577,2018,"melbourne",5303
"2018australia","dricciardo","red bull","f1",3,82.152,2018,"melbourne",5303
"2018australia","kmagnussen","haas","f1",3,83.187,2018,"melbourne",5303
"2018australia","kraikkonen","ferrari","f1",3,81.828,2018,"melbourne",5303
"2018australia","lhamilton","mercedes f1","f1",3,81.164,2018,"melbourne",5303
"2018australia","mverstappen","red bull","f1",3,81.879,2018,"melbourne",5303
"2018australia","nhulkenberg","renault","f1",3,83.532,2018,"melbourne",5303
"2018australia","rgrosjean","haas","f1",3,83.339,2018,"melbourne",5303
"2018australia","svettel","ferrari","f1",3,81.838,2018,"melbourne",5303
"2018bahrain","bhartley","toro rosso","f1",1,90.412,2018,"bahrain",5412
"2018bahrain","cleclerc","sauber","f1",1,91.42,2018,"bahrain",5412
"2018bahrain","csainz","renault","f1",1,89.893,2018,"bahrain",5412
"2018bahrain","dricciardo","red bull","f1",1,89.552,2018,"bahrain",5412
"2018bahrain","eocon","force india","f1",1,90.338,2018,"bahrain",5412
"2018bahrain","falonso","mclaren","f1",1,90.53,2018,"bahrain",5412
"2018bahrain","kmagnussen","haas","f1",1,89.594,2018,"bahrain",5412
"2018bahrain","kraikkonen","ferrari","f1",1,88.951,2018,"bahrain",5412
"2018bahrain","lhamilton","mercedes f1","f1",1,89.396,2018,"bahrain",5412
"2018bahrain","lstroll","williams","f1",1,91.503,2018,"bahrain",5412
"2018bahrain","mericsson","sauber","f1",1,91.063,2018,"bahrain",5412
"2018bahrain","mverstappen","red bull","f1",1,89.374,2018,"bahrain",5412
"2018bahrain","nhulkenberg","renault","f1",1,90.26,2018,"bahrain",5412
"2018bahrain","pgasly","toro rosso","f1",1,90.121,2018,"bahrain",5412
"2018bahrain","rgrosjean","haas","f1",1,90.53,2018,"bahrain",5412
"2018bahrain","sperez","force india","f1",1,90.218,2018,"bahrain",5412
"2018bahrain","ssirotkin","williams","f1",1,91.414,2018,"bahrain",5412
"2018bahrain","svandoorne","mclaren","f1",1,90.479,2018,"bahrain",5412
"2018bahrain","svettel","ferrari","f1",1,89.06,2018,"bahrain",5412
"2018bahrain","vbottas","mercedes f1","f1",1,89.275,2018,"bahrain",5412
"2018bahrain","bhartley","toro rosso","f1",2,90.105,2018,"bahrain",5412
"2018bahrain","csainz","renault","f1",2,89.802,2018,"bahrain",5412
"2018bahrain","dricciardo","red bull","f1",2,88.962,2018,"bahrain",5412
"2018bahrain","eocon","force india","f1",2,90.009,2018,"bahrain",5412
"2018bahrain","falonso","mclaren","f1",2,90.212,2018,"bahrain",5412
"2018bahrain","kmagnussen","haas","f1",2,89.623,2018,"bahrain",5412
"2018bahrain","kraikkonen","ferrari","f1",2,88.515,2018,"bahrain",5412
"2018bahrain","lhamilton","mercedes f1","f1",2,88.458,2018,"bahrain",5412
"2018bahrain","nhulkenberg","renault","f1",2,89.187,2018,"bahrain",5412
"2018bahrain","pgasly","toro rosso","f1",2,89.836,2018,"bahrain",5412
"2018bahrain","sperez","force india","f1",2,90.156,2018,"bahrain",5412
"2018bahrain","svandoorne","mclaren","f1",2,90.525,2018,"bahrain",5412
"2018bahrain","svettel","ferrari","f1",2,88.341,2018,"bahrain",5412
"2018bahrain","vbottas","mercedes f1","f1",2,88.794,2018,"bahrain",5412
"2018bahrain","csainz","renault","f1",3,89.986,2018,"bahrain",5412
"2018bahrain","dricciardo","red bull","f1",3,88.398,2018,"bahrain",5412
"2018bahrain","eocon","force india","f1",3,89.874,2018,"bahrain",5412
"2018bahrain","kmagnussen","haas","f1",3,89.358,2018,"bahrain",5412
"2018bahrain","kraikkonen","ferrari","f1",3,88.101,2018,"bahrain",5412
"2018bahrain","lhamilton","mercedes f1","f1",3,88.22,2018,"bahrain",5412
"2018bahrain","nhulkenberg","renault","f1",3,89.57,2018,"bahrain",5412
"2018bahrain","pgasly","toro rosso","f1",3,89.329,2018,"bahrain",5412
"2018bahrain","svettel","ferrari","f1",3,87.958,2018,"bahrain",5412
"2018bahrain","vbottas","mercedes f1","f1",3,88.124,2018,"bahrain",5412
"2018china","bhartley","toro rosso","f1",1,94.013,2018,"shanghai",5451
"2018china","cleclerc","sauber","f1",1,94.454,2018,"shanghai",5451
"2018china","csainz","renault","f1",1,93.315,2018,"shanghai",5451
"2018china","dricciardo","red bull","f1",1,93.877,2018,"shanghai",5451
"2018china","eocon","force india","f1",1,93.585,2018,"shanghai",5451
"2018china","falonso","mclaren","f1",1,93.428,2018,"shanghai",5451
"2018china","kmagnussen","haas","f1",1,93.359,2018,"shanghai",5451
"2018china","kraikkonen","ferrari","f1",1,92.474,2018,"shanghai",5451
"2018china","lhamilton","mercedes f1","f1",1,93.283,2018,"shanghai",5451
"2018china","lstroll","williams","f1",1,94.285,2018,"shanghai",5451
"2018china","mericsson","sauber","f1",1,94.914,2018,"shanghai",5451
"2018china","mverstappen","red bull","f1",1,92.932,2018,"shanghai",5451
"2018china","nhulkenberg","renault","f1",1,93.545,2018,"shanghai",5451
"2018china","pgasly","toro rosso","f1",1,94.101,2018,"shanghai",5451
"2018china","rgrosjean","haas","f1",1,93.238,2018,"shanghai",5451
"2018china","sperez","force india","f1",1,93.464,2018,"shanghai",5451
"2018china","ssirotkin","williams","f1",1,94.062,2018,"shanghai",5451
"2018china","svandoorne","mclaren","f1",1,93.824,2018,"shanghai",5451
"2018china","svettel","ferrari","f1",1,92.171,2018,"shanghai",5451
"2018china","vbottas","mercedes f1","f1",1,92.921,2018,"shanghai",5451
"2018china","bhartley","toro rosso","f1",2,93.795,2018,"shanghai",5451
"2018china","csainz","renault","f1",2,92.97,2018,"shanghai",5451
"2018china","dricciardo","red bull","f1",2,92.688,2018,"shanghai",5451
"2018china","eocon","force india","f1",2,93.057,2018,"shanghai",5451
"2018china","falonso","mclaren","f1",2,93.232,2018,"shanghai",5451
"2018china","kmagnussen","haas","f1",2,92.986,2018,"shanghai",5451
"2018china","kraikkonen","ferrari","f1",2,92.286,2018,"shanghai",5451
"2018china","lhamilton","mercedes f1","f1",2,91.914,2018,"shanghai",5451
"2018china","mverstappen","red bull","f1",2,92.809,2018,"shanghai",5451
"2018china","nhulkenberg","renault","f1",2,92.494,2018,"shanghai",5451
"2018china","rgrosjean","haas","f1",2,92.524,2018,"shanghai",5451
"2018china","sperez","force india","f1",2,92.931,2018,"shanghai",5451
"2018china","svandoorne","mclaren","f1",2,93.505,2018,"shanghai",5451
"2018china","svettel","ferrari","f1",2,92.385,2018,"shanghai",5451
"2018china","vbottas","mercedes f1","f1",2,92.063,2018,"shanghai",5451
"2018china","csainz","renault","f1",3,92.819,2018,"shanghai",5451
"2018china","dricciardo","red bull","f1",3,91.948,2018,"shanghai",5451
"2018china","kraikkonen","ferrari","f1",3,91.182,2018,"shanghai",5451
"2018china","lhamilton","mercedes f1","f1",3,91.675,2018,"shanghai",5451
"2018china","mverstappen","red bull","f1",3,91.796,2018,"shanghai",5451
"2018china","nhulkenberg","renault","f1",3,92.532,2018,"shanghai",5451
"2018china","rgrosjean","haas","f1",3,92.855,2018,"shanghai",5451
"2018china","sperez","force india","f1",3,92.758,2018,"shanghai",5451
"2018china","svettel","ferrari","f1",3,91.095,2018,"shanghai",5451
"2018china","vbottas","mercedes f1","f1",3,91.625,2018,"shanghai",5451
"2018azerbaijan","bhartley","toro rosso","f1",1,117.354,2018,"baku",6003
"2018azerbaijan","cleclerc","sauber","f1",1,103.752,2018,"baku",6003
"2018azerbaijan","csainz","renault","f1",1,103.426,2018,"baku",6003
"2018azerbaijan","dricciardo","red bull","f1",1,102.857,2018,"baku",6003
"2018azerbaijan","eocon","force india","f1",1,103.021,2018,"baku",6003
"2018azerbaijan","falonso","mclaren","f1",1,104.01,2018,"baku",6003
"2018azerbaijan","kmagnussen","haas","f1",1,103.674,2018,"baku",6003
"2018azerbaijan","kraikkonen","ferrari","f1",1,102.538,2018,"baku",6003
"2018azerbaijan","lhamilton","mercedes f1","f1",1,102.693,2018,"baku",6003
"2018azerbaijan","lstroll","williams","f1",1,104.359,2018,"baku",6003
