"driver","drivId","vehicle","qualSec","qualiId","series","season","raceNumber","fastestRaceSec","circuit","perim"
"Bill Auberlen~Alexander Sims","1968101200~1989062202","BMW","122.99","imsa~2017~4~1","imsa",2017,4,117.198,"Americas","5472"
"Ryan Briscoe~R.Westbrook","1981092400~1973071000","Ford","123.014","imsa~2017~4~1","imsa",2017,4,117.198,"Americas","5472"
"Dirk Müller~Joey Hand","1975111800~1979021000","Ford","123.023","imsa~2017~4~1","imsa",2017,4,117.198,"Americas","5472"
"Stefan Wilson~Nick Boulle","1989092000~1980013952","ORECA/Chevrolet","123.026","imsa~2017~4~1","imsa",2017,4,117.198,"Americas","5472"
"Jan Magnussen~Antonio García","1973070400~1980060500","Chevrolet","123.03","imsa~2017~4~1","imsa",2017,4,117.198,"Americas","5472"
"Patrick Pilet~Dirk Werner","1981081000~1981052501","Porsche","123.085","imsa~2017~4~1","imsa",2017,4,117.198,"Americas","5472"
"Oliver Gavin~Tommy Milner","1972092900~1986012800","Chevrolet","123.594","imsa~2017~4~1","imsa",2017,4,117.198,"Americas","5472"
"Laurens Vanthoor~Wolf Henzler","1991050800~1975040500","Porsche","123.759","imsa~2017~4~1","imsa",2017,4,117.198,"Americas","5472"
"Don Yount~Buddy Rice","1980016964~1976013100","ORECA/Chevrolet","124.264","imsa~2017~4~1","imsa",2017,4,117.198,"Americas","5472"
"Daniel Morad~Mathieu Jaminet","1990042400~1994102400","Porsche","126.531","imsa~2017~4~1","imsa",2017,4,117.198,"Americas","5472"
"Robert Alon~Jack Hawksworth","1990071001~1991022802","Lexus","126.623","imsa~2017~4~1","imsa",2017,4,117.198,"Americas","5472"
"Bryan Sellers~Madison Snow","1982081901~1979015191","Lamborghini","127.724","imsa~2017~4~1","imsa",2017,4,117.198,"Americas","5472"
"Jeroen Mul~Corey Lewis","1990061401~1991101700","Lamborghini","127.757","imsa~2017~4~1","imsa",2017,4,117.198,"Americas","5472"
"Patrick Lindsey~Jörg Bergmeister","1982042200~1976021300","Porsche","127.778","imsa~2017~4~1","imsa",2017,4,117.198,"Americas","5472"
"L.Aschenbach~Andrew Davis","1983112200~1977110200","Audi","127.882","imsa~2017~4~1","imsa",2017,4,117.198,"Americas","5472"
"Scott Pruett~Sage Karam","1960032400~1995050300","Lexus","127.959","imsa~2017~4~1","imsa",2017,4,117.198,"Americas","5472"
"Ben Keating~J.Bleekemolen","1971081800~1981102300","Mercedes","128.033","imsa~2017~4~1","imsa",2017,4,117.198,"Americas","5472"
"Andy Lally~Katherine Legge","1975021100~1980071200","Acura","128.089","imsa~2017~4~1","imsa",2017,4,117.198,"Americas","5472"
"C.Nielsen~A.Balzan","1993015169~1980101701","Ferrari","128.21","imsa~2017~4~1","imsa",2017,4,117.198,"Americas","5472"
"Tristan Vautier~Kenny Habul","1990015112~1985010227","Mercedes","128.515","imsa~2017~4~1","imsa",2017,4,117.198,"Americas","5472"
"Cooper MacNeil~Gunnar Jeannette","1986015386~1982050500","Mercedes","128.697","imsa~2017~4~1","imsa",2017,4,117.198,"Americas","5472"
"Jeff Segal~Oswaldo Negri","1985042700~1964052901","Acura","128.761","imsa~2017~4~1","imsa",2017,4,117.198,"Americas","5472"
"Bret Curtis~Jens Klingmann","1980017411~1990071600","BMW","129.039","imsa~2017~4~1","imsa",2017,4,117.198,"Americas","5472"
"Parker Chase~Harry Gottsacker","1999015167~1997015179","Porsche","129.295","imsa~2017~4~1","imsa",2017,4,117.198,"Americas","5472"
"Dan Knox~Mike Skeen","1964021000~1986102501","Mercedes","129.5","imsa~2017~4~1","imsa",2017,4,117.198,"Americas","5472"
"Jon Bennett~Colin Braun","1970017680~1988092201","Porsche","130.221","imsa~2017~4~1","imsa",2017,4,117.198,"Americas","5472"
"Marc Goossens~R.van der Zande","1969113000~1986021600","Riley/Gibson","84.693","imsa~2017~5~1","imsa",2017,5,83.107,"Belle Isle","3782"
"Tristan Nunez~J.Bomarito","1995103100~1982012301","Mazda","85.055","imsa~2017~5~1","imsa",2017,5,83.107,"Belle Isle","3782"
"M.Goikhberg~Stephen Simpson","1991015222~1984010800","ORECA/Gibson","85.51","imsa~2017~5~1","imsa",2017,5,83.107,"Belle Isle","3782"
"Tom Long~Joel Miller","1970016344~1988051000","Mazda","85.875","imsa~2017~5~1","imsa",2017,5,83.107,"Belle Isle","3782"
"João Barbosa~C.Fittipaldi","1975031101~1971011800","Cadillac","85.931","imsa~2017~5~1","imsa",2017,5,83.107,"Belle Isle","3782"
"Dane Cameron~Eric Curran","1980013920~1975060800","Cadillac","86.048","imsa~2017~5~1","imsa",2017,5,83.107,"Belle Isle","3782"
"Scott Sharp~Ryan Dalziel","1968021400~1982041200","Nissan","86.092","imsa~2017~5~1","imsa",2017,5,83.107,"Belle Isle","3782"
"Ricky Taylor~Jordan Taylor","1989080301~1970016275","Cadillac","86.736","imsa~2017~5~1","imsa",2017,5,83.107,"Belle Isle","3782"
"James French~Patricio O'Ward","1983015524~1993015408","ORECA/Chevrolet","88.494","imsa~2017~5~1","imsa",2017,5,83.107,"Belle Isle","3782"
"Ed Brown~J.van Overbeek","1970017453~1973041401","Nissan","88.621","imsa~2017~5~1","imsa",2017,5,83.107,"Belle Isle","3782"
"L.Aschenbach~Andrew Davis","1983112200~1977110200","Audi","90.2","imsa~2017~5~1","imsa",2017,5,83.107,"Belle Isle","3782"
"Andy Lally~Katherine Legge","1975021100~1980071200","Acura","90.541","imsa~2017~5~1","imsa",2017,5,83.107,"Belle Isle","3782"
"Bryan Sellers~Madison Snow","1982081901~1979015191","Lamborghini","90.763","imsa~2017~5~1","imsa",2017,5,83.107,"Belle Isle","3782"
"Jeroen Mul~Corey Lewis","1990061401~1991101700","Lamborghini","90.802","imsa~2017~5~1","imsa",2017,5,83.107,"Belle Isle","3782"
"Scott Pruett~Sage Karam","1960032400~1995050300","Lexus","90.878","imsa~2017~5~1","imsa",2017,5,83.107,"Belle Isle","3782"
"Daniel Morad~Mathieu Jaminet","1990042400~1994102400","Porsche","90.944","imsa~2017~5~1","imsa",2017,5,83.107,"Belle Isle","3782"
"C.Nielsen~A.Balzan","1993015169~1980101701","Ferrari","91.016","imsa~2017~5~1","imsa",2017,5,83.107,"Belle Isle","3782"
"Ben Keating~J.Bleekemolen","1971081800~1981102300","Mercedes","91.511","imsa~2017~5~1","imsa",2017,5,83.107,"Belle Isle","3782"
"Robert Alon~Jack Hawksworth","1990071001~1991022802","Lexus","91.557","imsa~2017~5~1","imsa",2017,5,83.107,"Belle Isle","3782"
"Tristan Vautier~Kenny Habul","1990015112~1985010227","Mercedes","91.759","imsa~2017~5~1","imsa",2017,5,83.107,"Belle Isle","3782"
"Cooper MacNeil~Gunnar Jeannette","1986015386~1982050500","Mercedes","91.856","imsa~2017~5~1","imsa",2017,5,83.107,"Belle Isle","3782"
"Bret Curtis~Jens Klingmann","1980017411~1990071600","BMW","92.459","imsa~2017~5~1","imsa",2017,5,83.107,"Belle Isle","3782"
"Jon Bennett~Colin Braun","1970017680~1988092201","Porsche","93.097","imsa~2017~5~1","imsa",2017,5,83.107,"Belle Isle","3782"
"Tomy Drissi~Bruno Junqueira","1958120900~1976110400","ORECA/Chevrolet","93.166","imsa~2017~5~1","imsa",2017,5,83.107,"Belle Isle","3782"
"Don Yount~Ryan Lewis","1980016964~1984042102","ORECA/Chevrolet","94.968","imsa~2017~5~1","imsa",2017,5,83.107,"Belle Isle","3782"
"Kenton Koch~Ryan Lewis","1994070501~1984042102","Ligier/Gibson",NA,"imsa~2017~5~1","imsa",2017,5,83.107,"Belle Isle","3782"
"Patrick Lindsey~Jörg Bergmeister","1982042200~1976021300","Porsche",NA,"imsa~2017~5~1","imsa",2017,5,83.107,"Belle Isle","3782"
"Jeff Segal~Oswaldo Negri","1985042700~1964052901","Acura",NA,"imsa~2017~5~1","imsa",2017,5,83.107,"Belle Isle","3782"
"Scott Sharp~Ryan Dalziel~Pipo Derani","1968021400~1982041200~1990015644","Nissan","94.405","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"Jose Gutierrez~Olivier Pla","1996052800~1981102200","Ligier/Gibson","94.567","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"João Barbosa~C.Fittipaldi~F.Albuquerque","1975031101~1971011800~1985061300","Cadillac","95.306","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"Ricky Taylor~Jordan Taylor","1989080301~1970016275","Cadillac","95.496","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"Ed Brown~J.van Overbeek~Bruno Senna","1970017453~1973041401~1983041500","Nissan","95.637","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"Dane Cameron~Eric Curran~F.Albuquerque","1980013920~1975060800~1985061300","Cadillac","96.103","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"Marc Goossens~R.van der Zande","1969113000~1986021600","Riley/Gibson","96.129","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"Chris Miller~M.Goikhberg~Stephen Simpson","1989050501~1991015222~1984010800","ORECA/Gibson","96.799","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"Tristan Nunez~J.Bomarito~Spencer Pigot","1995103100~1982012301~1993092900","Mazda","96.886","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"Tom Long~Joel Miller~Marino Franchitti","1970016344~1988051000~1978070700","Mazda","96.981","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"James French~Patricio O'Ward~Kyle Masson","1983015524~1993015408~1980017712","ORECA/Chevrolet","100.049","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"Don Yount~Buddy Rice~Daniel Burkett","1980016964~1976013100~1994022502","ORECA/Chevrolet","102.125","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"Dirk Müller~Joey Hand","1975111800~1979021000","Ford","102.507","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"Bill Auberlen~Alexander Sims","1968101200~1989062202","BMW","102.813","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"J.M.Edwards~Martin Tomczyk","1991031100~1981120701","BMW","102.881","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"Ryan Briscoe~R.Westbrook","1981092400~1973071000","Ford","102.884","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"Patrick Pilet~Dirk Werner","1981081000~1981052501","Porsche","103.14","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"Oliver Gavin~Tommy Milner","1972092900~1986012800","Chevrolet","103.189","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"Laurens Vanthoor~Gianmaria Bruni","1991050800~1981053000","Porsche","103.192","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"Jan Magnussen~Antonio García","1973070400~1980060500","Chevrolet","103.243","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"Brian Alder~Derek Jones~Gustavo Yacamán","1986019425~1969015317~1991022500","ORECA/Chevrolet","103.575","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"Andy Lally~Katherine Legge","1975021100~1980071200","Acura","106.051","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"L.Aschenbach~Andrew Davis","1983112200~1977110200","Audi","106.271","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"Robert Alon~Jack Hawksworth~Austin Cindric","1990071001~1991022802~1998015109","Lexus","106.724","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"Jeff Segal~Oswaldo Negri","1985042700~1964052901","Acura","106.816","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"Paolo Ruberti~C.Sbirrazzuoli","1975042201~1988010191","Lamborghini","107.49","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"Justin Marks~Jens Klingmann","1981032500~1990071600","BMW","107.551","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"Brett Sandberg~Jeroen Mul~Corey Lewis","1973015128~1990061401~1991101700","Lamborghini","107.774","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"Bryan Sellers~Madison Snow","1982081901~1979015191","Lamborghini","107.826","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"Scott Pruett~Sage Karam~Austin Cindric","1960032400~1995050300~1998015109","Lexus","108.058","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"C.Nielsen~A.Balzan~Matteo Cressoni","1993015169~1980101701~1984102800","Ferrari","108.098","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"Ben Keating~J.Bleekemolen~Mario Farnbacher","1971081800~1981102300~1992051400","Mercedes","108.282","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"Tristan Vautier~Kenny Habul~Boris Said","1990015112~1985010227~1962091800","Mercedes","108.778","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"Patrick Lindsey~Matt McMurry","1982042200~1997112401","Porsche","108.895","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"Daniel Morad~M.De Quesada~M.Christensen","1990042400~1986015929~1990082801","Porsche","109.131","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"Cooper MacNeil~Gunnar Jeannette~S.van Gisbergen","1986015386~1982050500~1989050900","Mercedes","109.879","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"Bill Sweedler~Townsend Bell~F.Montecalvo","1970017454~1975041900~1990122800","Audi","110.647","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"Jon Bennett~Colin Braun~Nic Jönsson","1970017680~1988092201~1967080400","Porsche","110.973","imsa~2017~6~1","imsa",2017,6,93.314,"Watkins Glen","5472"
"Ricky Taylor~Jordan Taylor","1989080301~1970016275","Cadillac","68.459","imsa~2017~7~1","imsa",2017,7,68.915,"Mosport","3957"
"M.Goikhberg~Stephen Simpson","1991015222~1984010800","ORECA/Gibson","68.587","imsa~2017~7~1","imsa",2017,7,68.915,"Mosport","3957"
"Scott Sharp~Ryan Dalziel","1968021400~1982041200","Nissan","68.886","imsa~2017~7~1","imsa",2017,7,68.915,"Mosport","3957"
"Pipo Derani~J.van Overbeek","1990015644~1973041401","Nissan","68.934","imsa~2017~7~1","imsa",2017,7,68.915,"Mosport","3957"
"Tristan Nunez~J.Bomarito","1995103100~1982012301","Mazda","68.959","imsa~2017~7~1","imsa",2017,7,68.915,"Mosport","3957"
"João Barbosa~C.Fittipaldi","1975031101~1971011800","Cadillac","69.173","imsa~2017~7~1","imsa",2017,7,68.915,"Mosport","3957"
"Marc Goossens~R.van der Zande","1969113000~1986021600","Riley/Gibson","69.286","imsa~2017~7~1","imsa",2017,7,68.915,"Mosport","3957"
"Dane Cameron~Eric Curran","1980013920~1975060800","Cadillac","69.895","imsa~2017~7~1","imsa",2017,7,68.915,"Mosport","3957"
"Nick Boulle~David Ostella","1980013952~1991100800","Ligier/Gibson","69.958","imsa~2017~7~1","imsa",2017,7,68.915,"Mosport","3957"
"Tom Long~Joel Miller","1970016344~1988051000","Mazda","69.959","imsa~2017~7~1","imsa",2017,7,68.915,"Mosport","3957"
"James French~Patricio O'Ward","1983015524~1993015408","ORECA/Chevrolet","71.471","imsa~2017~7~1","imsa",2017,7,68.915,"Mosport","3957"
"James Vance~Garett Grist","1992015519~1995040900","ORECA/Chevrolet","73.193","imsa~2017~7~1","imsa",2017,7,68.915,"Mosport","3957"
"Don Yount~Ryan Lewis","1980016964~1984042102","ORECA/Chevrolet","73.821","imsa~2017~7~1","imsa",2017,7,68.915,"Mosport","3957"
"Patrick Pilet~Dirk Werner","1981081000~1981052501","Porsche","74.085","imsa~2017~7~1","imsa",2017,7,68.915,"Mosport","3957"
"Bill Auberlen~Alexander Sims","1968101200~1989062202","BMW","74.103","imsa~2017~7~1","imsa",2017,7,68.915,"Mosport","3957"
"Laurens Vanthoor~Gianmaria Bruni","1991050800~1981053000","Porsche","74.251","imsa~2017~7~1","imsa",2017,7,68.915,"Mosport","3957"
"J.M.Edwards~Martin Tomczyk","1991031100~1981120701","BMW","74.294","imsa~2017~7~1","imsa",2017,7,68.915,"Mosport","3957"
"Ryan Briscoe~R.Westbrook","1981092400~1973071000","Ford","74.434","imsa~2017~7~1","imsa",2017,7,68.915,"Mosport","3957"
"Dirk Müller~Joey Hand","1975111800~1979021000","Ford","74.732","imsa~2017~7~1","imsa",2017,7,68.915,"Mosport","3957"
"Jan Magnussen~Antonio García","1973070400~1980060500","Chevrolet","74.844","imsa~2017~7~1","imsa",2017,7,68.915,"Mosport","3957"
"Oliver Gavin~Tommy Milner","1972092900~1986012800","Chevrolet","74.904","imsa~2017~7~1","imsa",2017,7,68.915,"Mosport","3957"
"Scott Pruett~Sage Karam","1960032400~1995050300","Lexus","76.563","imsa~2017~7~1","imsa",2017,7,68.915,"Mosport","3957"
"L.Aschenbach~Andrew Davis","1983112200~1977110200","Audi","76.725","imsa~2017~7~1","imsa",2017,7,68.915,"Mosport","3957"
"Jeff Segal~Oswaldo Negri","1985042700~1964052901","Acura","76.828","imsa~2017~7~1","imsa",2017,7,68.915,"Mosport","3957"
"Bryan Sellers~Madison Snow","1982081901~1979015191","Lamborghini","77.106","imsa~2017~7~1","imsa",2017,7,68.915,"Mosport","3957"
"C.Nielsen~A.Balzan","1993015169~1980101701","Ferrari","77.149","imsa~2017~7~1","imsa",2017,7,68.915,"Mosport","3957"
"Andy Lally~Katherine Legge","1975021100~1980071200","Acura","77.265","imsa~2017~7~1","imsa",2017,7,68.915,"Mosport","3957"
"Jeroen Mul~Corey Lewis","1990061401~1991101700","Lamborghini","77.281","imsa~2017~7~1","imsa",2017,7,68.915,"Mosport","3957"
"Bret Curtis~Jens Klingmann","1980017411~1990071600","BMW","77.524","imsa~2017~7~1","imsa",2017,7,68.915,"Mosport","3957"
"Patrick Lindsey~Jörg Bergmeister","1982042200~1976021300","Porsche","77.672","imsa~2017~7~1","imsa",2017,7,68.915,"Mosport","3957"
"Tristan Vautier~Kenny Habul","1990015112~1985010227","Mercedes","77.817","imsa~2017~7~1","imsa",2017,7,68.915,"Mosport","3957"
"Cooper MacNeil~Gunnar Jeannette","1986015386~1982050500","Mercedes","77.959","imsa~2017~7~1","imsa",2017,7,68.915,"Mosport","3957"
"Ben Keating~J.Bleekemolen","1971081800~1981102300","Mercedes","78.073","imsa~2017~7~1","imsa",2017,7,68.915,"Mosport","3957"
"Daniel Morad~M.De Quesada","1990042400~1986015929","Porsche","78.085","imsa~2017~7~1","imsa",2017,7,68.915,"Mosport","3957"
"Jon Bennett~Colin Braun","1970017680~1988092201","Porsche","79.22","imsa~2017~7~1","imsa",2017,7,68.915,"Mosport","3957"
"Robert Alon~Jack Hawksworth","1990071001~1991022802","Lexus",NA,"imsa~2017~7~1","imsa",2017,7,68.915,"Mosport","3957"
"Laurens Vanthoor~Gianmaria Bruni","1991050800~1981053000","Porsche","50.404","imsa~2017~8~1","imsa",2017,8,50.78,"Lime Rock","2372"
"Ryan Briscoe~R.Westbrook","1981092400~1973071000","Ford","50.54","imsa~2017~8~1","imsa",2017,8,50.78,"Lime Rock","2372"
"Patrick Pilet~Dirk Werner","1981081000~1981052501","Porsche","50.606","imsa~2017~8~1","imsa",2017,8,50.78,"Lime Rock","2372"
"J.M.Edwards~Martin Tomczyk","1991031100~1981120701","BMW","50.681","imsa~2017~8~1","imsa",2017,8,50.78,"Lime Rock","2372"
"Oliver Gavin~Tommy Milner","1972092900~1986012800","Chevrolet","50.72","imsa~2017~8~1","imsa",2017,8,50.78,"Lime Rock","2372"
"Jan Magnussen~Antonio García","1973070400~1980060500","Chevrolet","50.73","imsa~2017~8~1","imsa",2017,8,50.78,"Lime Rock","2372"
"Dirk Müller~Joey Hand","1975111800~1979021000","Ford","50.806","imsa~2017~8~1","imsa",2017,8,50.78,"Lime Rock","2372"
"Bill Auberlen~Alexander Sims","1968101200~1989062202","BMW","50.939","imsa~2017~8~1","imsa",2017,8,50.78,"Lime Rock","2372"
"Bryan Sellers~Madison Snow","1982081901~1979015191","Lamborghini","52.508","imsa~2017~8~1","imsa",2017,8,50.78,"Lime Rock","2372"
"Jon Bennett~Colin Braun","1970017680~1988092201","Porsche","52.699","imsa~2017~8~1","imsa",2017,8,50.78,"Lime Rock","2372"
"Patrick Long~Daniel Morad","1981072800~1990042400","Porsche","52.836","imsa~2017~8~1","imsa",2017,8,50.78,"Lime Rock","2372"
"Jack Hawksworth~Robert Alon","1991022802~1990071001","Lexus","52.876","imsa~2017~8~1","imsa",2017,8,50.78,"Lime Rock","2372"
"Jens Klingmann~Jesse Krohn","1990071600~1990015123","BMW","52.937","imsa~2017~8~1","imsa",2017,8,50.78,"Lime Rock","2372"
"Patrick Lindsey~Jörg Bergmeister","1982042200~1976021300","Porsche","52.947","imsa~2017~8~1","imsa",2017,8,50.78,"Lime Rock","2372"
"L.Aschenbach~Andrew Davis","1983112200~1977110200","Audi","52.96","imsa~2017~8~1","imsa",2017,8,50.78,"Lime Rock","2372"
"Andy Lally~Katherine Legge","1975021100~1980071200","Acura","52.961","imsa~2017~8~1","imsa",2017,8,50.78,"Lime Rock","2372"
"C.Nielsen~A.Balzan","1993015169~1980101701","Ferrari","53.01","imsa~2017~8~1","imsa",2017,8,50.78,"Lime Rock","2372"
"James Davison~Brandon Davis","1986082800~1985102100","Aston Martin","53.107","imsa~2017~8~1","imsa",2017,8,50.78,"Lime Rock","2372"
"Sage Karam~Scott Pruett","1995050300~1960032400","Lexus","53.14","imsa~2017~8~1","imsa",2017,8,50.78,"Lime Rock","2372"
"Ben Keating~J.Bleekemolen","1971081800~1981102300","Mercedes","53.194","imsa~2017~8~1","imsa",2017,8,50.78,"Lime Rock","2372"
"Jeff Segal~Oswaldo Negri","1985042700~1964052901","Acura","53.197","imsa~2017~8~1","imsa",2017,8,50.78,"Lime Rock","2372"
"Jeroen Mul~Corey Lewis","1990061401~1991101700","Lamborghini","53.294","imsa~2017~8~1","imsa",2017,8,50.78,"Lime Rock","2372"
"Tristan Vautier~Dion von Moltke","1990015112~1990072701","Mercedes","53.5","imsa~2017~8~1","imsa",2017,8,50.78,"Lime Rock","2372"
"Cooper MacNeil~Gunnar Jeannette","1986015386~1982050500","Mercedes","53.629","imsa~2017~8~1","imsa",2017,8,50.78,"Lime Rock","2372"
"Bill Sweedler~Townsend Bell","1970017454~1975041900","Audi","53.998","imsa~2017~8~1","imsa",2017,8,50.78,"Lime Rock","2372"
"Ricky Taylor~Jordan Taylor","1989080301~1970016275","Cadillac","113.058","imsa~2017~9~1","imsa",2017,9,114.095,"Road America","6515"
"Jose Gutierrez~Olivier Pla","1996052800~1981102200","Ligier/Gibson","114.075","imsa~2017~9~1","imsa",2017,9,114.095,"Road America","6515"
"Scott Sharp~Ryan Dalziel","1968021400~1982041200","Nissan","114.088","imsa~2017~9~1","imsa",2017,9,114.095,"Road America","6515"
"Marc Goossens~R.van der Zande","1969113000~1986021600","Riley/Gibson","114.186","imsa~2017~9~1","imsa",2017,9,114.095,"Road America","6515"
"J.van Overbeek~Pipo Derani","1973041401~1990015644","Nissan","114.189","imsa~2017~9~1","imsa",2017,9,114.095,"Road America","6515"
"Dane Cameron~Eric Curran","1980013920~1975060800","Cadillac","114.222","imsa~2017~9~1","imsa",2017,9,114.095,"Road America","6515"
"João Barbosa~C.Fittipaldi","1975031101~1971011800","Cadillac","114.588","imsa~2017~9~1","imsa",2017,9,114.095,"Road America","6515"
"M.Goikhberg~Stephen Simpson","1991015222~1984010800","ORECA/Gibson","114.648","imsa~2017~9~1","imsa",2017,9,114.095,"Road America","6515"
"James French~Patricio O'Ward","1983015524~1993015408","ORECA/Chevrolet","119.149","imsa~2017~9~1","imsa",2017,9,114.095,"Road America","6515"
"Dirk Müller~Joey Hand","1975111800~1979021000","Ford","121.422","imsa~2017~9~1","imsa",2017,9,114.095,"Road America","6515"
"Don Yount~Buddy Rice","1980016964~1976013100","ORECA/Chevrolet","122.128","imsa~2017~9~1","imsa",2017,9,114.095,"Road America","6515"
"Ryan Briscoe~R.Westbrook","1981092400~1973071000","Ford","122.203","imsa~2017~9~1","imsa",2017,9,114.095,"Road America","6515"
"Bill Auberlen~Alexander Sims","1968101200~1989062202","BMW","122.211","imsa~2017~9~1","imsa",2017,9,114.095,"Road America","6515"
"Laurens Vanthoor~Gianmaria Bruni","1991050800~1981053000","Porsche","122.44","imsa~2017~9~1","imsa",2017,9,114.095,"Road America","6515"
"J.M.Edwards~Martin Tomczyk","1991031100~1981120701","BMW","122.583","imsa~2017~9~1","imsa",2017,9,114.095,"Road America","6515"
"Patrick Pilet~Dirk Werner","1981081000~1981052501","Porsche","122.67","imsa~2017~9~1","imsa",2017,9,114.095,"Road America","6515"
"Oliver Gavin~Tommy Milner","1972092900~1986012800","Chevrolet","123.358","imsa~2017~9~1","imsa",2017,9,114.095,"Road America","6515"
"Jan Magnussen~Antonio García","1973070400~1980060500","Chevrolet","123.581","imsa~2017~9~1","imsa",2017,9,114.095,"Road America","6515"
"Mark Kvamme~Gustavo Yacamán","1973015484~1991022500","ORECA/Chevrolet","124.817","imsa~2017~9~1","imsa",2017,9,114.095,"Road America","6515"
"Jeroen Mul~Corey Lewis","1990061401~1991101700","Lamborghini","126.649","imsa~2017~9~1","imsa",2017,9,114.095,"Road America","6515"
"Jens Klingmann~Jesse Krohn","1990071600~1990015123","BMW","126.823","imsa~2017~9~1","imsa",2017,9,114.095,"Road America","6515"
"Patrick Lindsey~Jörg Bergmeister","1982042200~1976021300","Porsche","127.149","imsa~2017~9~1","imsa",2017,9,114.095,"Road America","6515"
"Jack Hawksworth~Scott Pruett","1991022802~1960032400","Lexus","127.17","imsa~2017~9~1","imsa",2017,9,114.095,"Road America","6515"
"L.Aschenbach~Andrew Davis","1983112200~1977110200","Audi","127.403","imsa~2017~9~1","imsa",2017,9,114.095,"Road America","6515"
"Bryan Sellers~Madison Snow","1982081901~1979015191","Lamborghini","127.415","imsa~2017~9~1","imsa",2017,9,114.095,"Road America","6515"
"Jeff Segal~Oswaldo Negri","1985042700~1964052901","Acura","127.469","imsa~2017~9~1","imsa",2017,9,114.095,"Road America","6515"
"C.Nielsen~A.Balzan","1993015169~1980101701","Ferrari","127.477","imsa~2017~9~1","imsa",2017,9,114.095,"Road America","6515"
"Ben Keating~J.Bleekemolen","1971081800~1981102300","Mercedes","127.793","imsa~2017~9~1","imsa",2017,9,114.095,"Road America","6515"
"Sage Karam~Robert Alon","1995050300~1990071001","Lexus","127.984","imsa~2017~9~1","imsa",2017,9,114.095,"Road America","6515"
"Cooper MacNeil~Gunnar Jeannette","1986015386~1982050500","Porsche","128.979","imsa~2017~9~1","imsa",2017,9,114.095,"Road America","6515"
"Tristan Vautier~Kenny Habul","1990015112~1985010227","Mercedes","129.321","imsa~2017~9~1","imsa",2017,9,114.095,"Road America","6515"
"Jon Bennett~Colin Braun","1970017680~1988092201","Porsche","129.547","imsa~2017~9~1","imsa",2017,9,114.095,"Road America","6515"
"Daniel Morad~M.De Quesada","1990042400~1986015929","Porsche","130.442","imsa~2017~9~1","imsa",2017,9,114.095,"Road America","6515"
"Dan Knox~Mike Skeen","1964021000~1986102501","Mercedes",NA,"imsa~2017~9~1","imsa",2017,9,114.095,"Road America","6515"
"Andy Lally~Katherine Legge","1975021100~1980071200","Acura",NA,"imsa~2017~9~1","imsa",2017,9,114.095,"Road America","6515"
