"driver","drivId","vehicle","qualSec","qualiId","series","season","raceNumber","fastestRaceSec","circuit","perim"
"Will Power","1981030100","Dallara/Chevrolet","61.064","indycar~2017~1~1","indycar",2017,1,62.078,"St. Petersburg","2897"
"Scott Dixon","1980072200","Dallara/Honda","61.221","indycar~2017~1~1","indycar",2017,1,62.078,"St. Petersburg","2897"
"J.Hinchcliffe","1986120500","Dallara/Honda","61.303","indycar~2017~1~1","indycar",2017,1,62.078,"St. Petersburg","2897"
"Josef Newgarden","1980016537","Dallara/Chevrolet","61.722","indycar~2017~1~1","indycar",2017,1,62.078,"St. Petersburg","2897"
"Takuma Sato","1977012800","Dallara/Honda","61.985","indycar~2017~1~1","indycar",2017,1,62.078,"St. Petersburg","2897"
"Tony Kanaan","1974123100","Dallara/Honda","62.082","indycar~2017~1~1","indycar",2017,1,62.078,"St. Petersburg","2897"
"Scott Dixon","1980072200","Dallara/Honda","60.96","indycar~2017~1~2","indycar",2017,1,62.078,"St. Petersburg","2897"
"Josef Newgarden","1980016537","Dallara/Chevrolet","61.111","indycar~2017~1~2","indycar",2017,1,62.078,"St. Petersburg","2897"
"Takuma Sato","1977012800","Dallara/Honda","61.377","indycar~2017~1~2","indycar",2017,1,62.078,"St. Petersburg","2897"
"Tony Kanaan","1974123100","Dallara/Honda","61.506","indycar~2017~1~2","indycar",2017,1,62.078,"St. Petersburg","2897"
"Alexander Rossi","1991092500","Dallara/Honda","61.534","indycar~2017~1~2","indycar",2017,1,62.078,"St. Petersburg","2897"
"Graham Rahal","1989010400","Dallara/Honda","61.587","indycar~2017~1~2","indycar",2017,1,62.078,"St. Petersburg","2897"
"Simon Pagenaud","1984051000","Dallara/Chevrolet","61.612","indycar~2017~1~2","indycar",2017,1,62.078,"St. Petersburg","2897"
"H.Castroneves","1975051000","Dallara/Chevrolet","61.715","indycar~2017~1~2","indycar",2017,1,62.078,"St. Petersburg","2897"
"Ed Jones","1995021200","Dallara/Honda","61.759","indycar~2017~1~2","indycar",2017,1,62.078,"St. Petersburg","2897"
"Conor Daly","1991121700","Dallara/Chevrolet","62.203","indycar~2017~1~2","indycar",2017,1,62.078,"St. Petersburg","2897"
"S.Bourdais","1979022800","Dallara/Honda",NA,"indycar~2017~1~2","indycar",2017,1,62.078,"St. Petersburg","2897"
"Scott Dixon","1980072200","Dallara/Honda","60.929","indycar~2017~1~3","indycar",2017,1,62.078,"St. Petersburg","2897"
"J.Hinchcliffe","1986120500","Dallara/Honda","61.189","indycar~2017~1~3","indycar",2017,1,62.078,"St. Petersburg","2897"
"Josef Newgarden","1980016537","Dallara/Chevrolet","61.191","indycar~2017~1~3","indycar",2017,1,62.078,"St. Petersburg","2897"
"Takuma Sato","1977012800","Dallara/Honda","61.269","indycar~2017~1~3","indycar",2017,1,62.078,"St. Petersburg","2897"
"Will Power","1981030100","Dallara/Chevrolet","61.317","indycar~2017~1~3","indycar",2017,1,62.078,"St. Petersburg","2897"
"Tony Kanaan","1974123100","Dallara/Honda","61.321","indycar~2017~1~3","indycar",2017,1,62.078,"St. Petersburg","2897"
"Max Chilton","1991042100","Dallara/Honda","61.351","indycar~2017~1~3","indycar",2017,1,62.078,"St. Petersburg","2897"
"Alexander Rossi","1991092500","Dallara/Honda","61.519","indycar~2017~1~3","indycar",2017,1,62.078,"St. Petersburg","2897"
"Charlie Kimball","1985022000","Dallara/Honda","61.606","indycar~2017~1~3","indycar",2017,1,62.078,"St. Petersburg","2897"
"Graham Rahal","1989010400","Dallara/Honda","61.618","indycar~2017~1~3","indycar",2017,1,62.078,"St. Petersburg","2897"
"Carlos Muñoz","1990015361","Dallara/Chevrolet","61.739","indycar~2017~1~3","indycar",2017,1,62.078,"St. Petersburg","2897"
"Ryan Hunter-Reay","1980121700","Dallara/Honda","63.158","indycar~2017~1~3","indycar",2017,1,62.078,"St. Petersburg","2897"
"Will Power","1981030100","Dallara/Chevrolet","61.064","indycar~2017~1~4","indycar",2017,1,62.078,"St. Petersburg","2897"
"Scott Dixon","1980072200","Dallara/Honda","61.221","indycar~2017~1~4","indycar",2017,1,62.078,"St. Petersburg","2897"
"J.Hinchcliffe","1986120500","Dallara/Honda","61.303","indycar~2017~1~4","indycar",2017,1,62.078,"St. Petersburg","2897"
"Josef Newgarden","1980016537","Dallara/Chevrolet","61.722","indycar~2017~1~4","indycar",2017,1,62.078,"St. Petersburg","2897"
"Takuma Sato","1977012800","Dallara/Honda","61.985","indycar~2017~1~4","indycar",2017,1,62.078,"St. Petersburg","2897"
"Tony Kanaan","1974123100","Dallara/Honda","62.082","indycar~2017~1~4","indycar",2017,1,62.078,"St. Petersburg","2897"
"Ryan Hunter-Reay","1980121700","Dallara/Honda","67.017","indycar~2017~2~1","indycar",2017,2,67.769,"Long Beach","3167"
"Josef Newgarden","1980016537","Dallara/Chevrolet","67.061","indycar~2017~2~1","indycar",2017,2,67.769,"Long Beach","3167"
"Alexander Rossi","1991092500","Dallara/Honda","67.096","indycar~2017~2~1","indycar",2017,2,67.769,"Long Beach","3167"
"Graham Rahal","1989010400","Dallara/Honda","67.251","indycar~2017~2~1","indycar",2017,2,67.769,"Long Beach","3167"
"J.Hinchcliffe","1986120500","Dallara/Honda","67.32","indycar~2017~2~1","indycar",2017,2,67.769,"Long Beach","3167"
"Charlie Kimball","1985022000","Dallara/Honda","67.414","indycar~2017~2~1","indycar",2017,2,67.769,"Long Beach","3167"
"Ed Jones","1995021200","Dallara/Honda","67.583","indycar~2017~2~1","indycar",2017,2,67.769,"Long Beach","3167"
"J.R. Hildebrand","1987019000","Dallara/Chevrolet","67.693","indycar~2017~2~1","indycar",2017,2,67.769,"Long Beach","3167"
"Conor Daly","1991121700","Dallara/Chevrolet","67.797","indycar~2017~2~1","indycar",2017,2,67.769,"Long Beach","3167"
"Spencer Pigot","1993092900","Dallara/Chevrolet","67.844","indycar~2017~2~1","indycar",2017,2,67.769,"Long Beach","3167"
"Will Power","1981030100","Dallara/Chevrolet","66.734","indycar~2017~2~2","indycar",2017,2,67.769,"Long Beach","3167"
"Scott Dixon","1980072200","Dallara/Honda","66.829","indycar~2017~2~2","indycar",2017,2,67.769,"Long Beach","3167"
"Tony Kanaan","1974123100","Dallara/Honda","67.047","indycar~2017~2~2","indycar",2017,2,67.769,"Long Beach","3167"
"S.Bourdais","1979022800","Dallara/Honda","67.056","indycar~2017~2~2","indycar",2017,2,67.769,"Long Beach","3167"
"H.Castroneves","1975051000","Dallara/Chevrolet","67.14","indycar~2017~2~2","indycar",2017,2,67.769,"Long Beach","3167"
"Marco Andretti","1987031300","Dallara/Honda","67.305","indycar~2017~2~2","indycar",2017,2,67.769,"Long Beach","3167"
"Carlos Muñoz","1990015361","Dallara/Chevrolet","67.378","indycar~2017~2~2","indycar",2017,2,67.769,"Long Beach","3167"
"Mikhail Aleshin","1987052200","Dallara/Honda","67.389","indycar~2017~2~2","indycar",2017,2,67.769,"Long Beach","3167"
"Takuma Sato","1977012800","Dallara/Honda","67.469","indycar~2017~2~2","indycar",2017,2,67.769,"Long Beach","3167"
"Max Chilton","1991042100","Dallara/Honda","67.533","indycar~2017~2~2","indycar",2017,2,67.769,"Long Beach","3167"
"Simon Pagenaud","1984051000","Dallara/Chevrolet","68.043","indycar~2017~2~2","indycar",2017,2,67.769,"Long Beach","3167"
"Scott Dixon","1980072200","Dallara/Honda","66.228","indycar~2017~2~3","indycar",2017,2,67.769,"Long Beach","3167"
"Alexander Rossi","1991092500","Dallara/Honda","66.228","indycar~2017~2~3","indycar",2017,2,67.769,"Long Beach","3167"
"Graham Rahal","1989010400","Dallara/Honda","66.41","indycar~2017~2~3","indycar",2017,2,67.769,"Long Beach","3167"
"J.Hinchcliffe","1986120500","Dallara/Honda","66.429","indycar~2017~2~3","indycar",2017,2,67.769,"Long Beach","3167"
"H.Castroneves","1975051000","Dallara/Chevrolet","66.479","indycar~2017~2~3","indycar",2017,2,67.769,"Long Beach","3167"
"Ryan Hunter-Reay","1980121700","Dallara/Honda","66.532","indycar~2017~2~3","indycar",2017,2,67.769,"Long Beach","3167"
"Charlie Kimball","1985022000","Dallara/Honda","66.54","indycar~2017~2~3","indycar",2017,2,67.769,"Long Beach","3167"
"Josef Newgarden","1980016537","Dallara/Chevrolet","66.607","indycar~2017~2~3","indycar",2017,2,67.769,"Long Beach","3167"
"Will Power","1981030100","Dallara/Chevrolet","66.614","indycar~2017~2~3","indycar",2017,2,67.769,"Long Beach","3167"
"Marco Andretti","1987031300","Dallara/Honda","66.622","indycar~2017~2~3","indycar",2017,2,67.769,"Long Beach","3167"
"Tony Kanaan","1974123100","Dallara/Honda","66.626","indycar~2017~2~3","indycar",2017,2,67.769,"Long Beach","3167"
"S.Bourdais","1979022800","Dallara/Honda","66.785","indycar~2017~2~3","indycar",2017,2,67.769,"Long Beach","3167"
"H.Castroneves","1975051000","Dallara/Chevrolet","66.225","indycar~2017~2~4","indycar",2017,2,67.769,"Long Beach","3167"
"Scott Dixon","1980072200","Dallara/Honda","66.412","indycar~2017~2~4","indycar",2017,2,67.769,"Long Beach","3167"
"Ryan Hunter-Reay","1980121700","Dallara/Honda","66.44","indycar~2017~2~4","indycar",2017,2,67.769,"Long Beach","3167"
"J.Hinchcliffe","1986120500","Dallara/Honda","66.529","indycar~2017~2~4","indycar",2017,2,67.769,"Long Beach","3167"
"Alexander Rossi","1991092500","Dallara/Honda","66.559","indycar~2017~2~4","indycar",2017,2,67.769,"Long Beach","3167"
"Graham Rahal","1989010400","Dallara/Honda","66.756","indycar~2017~2~4","indycar",2017,2,67.769,"Long Beach","3167"
"J.Hinchcliffe","1986120500","Dallara/Honda","67.301","indycar~2017~3~1","indycar",2017,3,68.276,"Barber","3701"
"Tony Kanaan","1974123100","Dallara/Honda","67.307","indycar~2017~3~1","indycar",2017,3,68.276,"Barber","3701"
"Josef Newgarden","1980016537","Dallara/Chevrolet","67.462","indycar~2017~3~1","indycar",2017,3,68.276,"Barber","3701"
"Mikhail Aleshin","1987052200","Dallara/Honda","67.498","indycar~2017~3~1","indycar",2017,3,68.276,"Barber","3701"
"Ed Jones","1995021200","Dallara/Honda","67.536","indycar~2017~3~1","indycar",2017,3,68.276,"Barber","3701"
"Max Chilton","1991042100","Dallara/Honda","67.537","indycar~2017~3~1","indycar",2017,3,68.276,"Barber","3701"
"Marco Andretti","1987031300","Dallara/Honda","67.54","indycar~2017~3~1","indycar",2017,3,68.276,"Barber","3701"
"Charlie Kimball","1985022000","Dallara/Honda","67.703","indycar~2017~3~1","indycar",2017,3,68.276,"Barber","3701"
"Spencer Pigot","1993092900","Dallara/Chevrolet","67.921","indycar~2017~3~1","indycar",2017,3,68.276,"Barber","3701"
"Zach Veach","1994120900","Dallara/Chevrolet","68.468","indycar~2017~3~1","indycar",2017,3,68.276,"Barber","3701"
"Will Power","1981030100","Dallara/Chevrolet","66.931","indycar~2017~3~2","indycar",2017,3,68.276,"Barber","3701"
"Scott Dixon","1980072200","Dallara/Honda","67.195","indycar~2017~3~2","indycar",2017,3,68.276,"Barber","3701"
"H.Castroneves","1975051000","Dallara/Chevrolet","67.433","indycar~2017~3~2","indycar",2017,3,68.276,"Barber","3701"
"Simon Pagenaud","1984051000","Dallara/Chevrolet","67.453","indycar~2017~3~2","indycar",2017,3,68.276,"Barber","3701"
"Ryan Hunter-Reay","1980121700","Dallara/Honda","67.605","indycar~2017~3~2","indycar",2017,3,68.276,"Barber","3701"
"S.Bourdais","1979022800","Dallara/Honda","67.628","indycar~2017~3~2","indycar",2017,3,68.276,"Barber","3701"
"Takuma Sato","1977012800","Dallara/Honda","67.692","indycar~2017~3~2","indycar",2017,3,68.276,"Barber","3701"
"Carlos Muñoz","1990015361","Dallara/Chevrolet","67.7","indycar~2017~3~2","indycar",2017,3,68.276,"Barber","3701"
"Alexander Rossi","1991092500","Dallara/Honda","67.748","indycar~2017~3~2","indycar",2017,3,68.276,"Barber","3701"
"Conor Daly","1991121700","Dallara/Chevrolet","68.01","indycar~2017~3~2","indycar",2017,3,68.276,"Barber","3701"
"Graham Rahal","1989010400","Dallara/Honda","68.049","indycar~2017~3~2","indycar",2017,3,68.276,"Barber","3701"
"H.Castroneves","1975051000","Dallara/Chevrolet","67.287","indycar~2017~3~3","indycar",2017,3,68.276,"Barber","3701"
"Simon Pagenaud","1984051000","Dallara/Chevrolet","67.321","indycar~2017~3~3","indycar",2017,3,68.276,"Barber","3701"
"Will Power","1981030100","Dallara/Chevrolet","67.339","indycar~2017~3~3","indycar",2017,3,68.276,"Barber","3701"
"Ryan Hunter-Reay","1980121700","Dallara/Honda","67.52","indycar~2017~3~3","indycar",2017,3,68.276,"Barber","3701"
"Scott Dixon","1980072200","Dallara/Honda","67.538","indycar~2017~3~3","indycar",2017,3,68.276,"Barber","3701"
"J.Hinchcliffe","1986120500","Dallara/Honda","67.545","indycar~2017~3~3","indycar",2017,3,68.276,"Barber","3701"
"Josef Newgarden","1980016537","Dallara/Chevrolet","67.594","indycar~2017~3~3","indycar",2017,3,68.276,"Barber","3701"
"Mikhail Aleshin","1987052200","Dallara/Honda","67.946","indycar~2017~3~3","indycar",2017,3,68.276,"Barber","3701"
"Max Chilton","1991042100","Dallara/Honda","67.978","indycar~2017~3~3","indycar",2017,3,68.276,"Barber","3701"
"Tony Kanaan","1974123100","Dallara/Honda","68.03","indycar~2017~3~3","indycar",2017,3,68.276,"Barber","3701"
"Ed Jones","1995021200","Dallara/Honda","68.203","indycar~2017~3~3","indycar",2017,3,68.276,"Barber","3701"
"S.Bourdais","1979022800","Dallara/Honda","68.272","indycar~2017~3~3","indycar",2017,3,68.276,"Barber","3701"
"Will Power","1981030100","Dallara/Chevrolet","66.961","indycar~2017~3~4","indycar",2017,3,68.276,"Barber","3701"
"H.Castroneves","1975051000","Dallara/Chevrolet","67.142","indycar~2017~3~4","indycar",2017,3,68.276,"Barber","3701"
"Simon Pagenaud","1984051000","Dallara/Chevrolet","67.381","indycar~2017~3~4","indycar",2017,3,68.276,"Barber","3701"
"Scott Dixon","1980072200","Dallara/Honda","67.581","indycar~2017~3~4","indycar",2017,3,68.276,"Barber","3701"
"Ryan Hunter-Reay","1980121700","Dallara/Honda","67.685","indycar~2017~3~4","indycar",2017,3,68.276,"Barber","3701"
"J.Hinchcliffe","1986120500","Dallara/Honda","67.871","indycar~2017~3~4","indycar",2017,3,68.276,"Barber","3701"
"Josef Newgarden","1980016537","Dallara/Chevrolet","68.122","indycar~2017~5~1","indycar",2017,5,69.388,"Indianapolis","3925"
"Simon Pagenaud","1984051000","Dallara/Chevrolet","68.343","indycar~2017~5~1","indycar",2017,5,69.388,"Indianapolis","3925"
"Alexander Rossi","1991092500","Dallara/Honda","68.613","indycar~2017~5~1","indycar",2017,5,69.388,"Indianapolis","3925"
"Marco Andretti","1987031300","Dallara/Honda","68.668","indycar~2017~5~1","indycar",2017,5,69.388,"Indianapolis","3925"
"Tony Kanaan","1974123100","Dallara/Honda","68.935","indycar~2017~5~1","indycar",2017,5,69.388,"Indianapolis","3925"
"J.Hinchcliffe","1986120500","Dallara/Honda","68.94","indycar~2017~5~1","indycar",2017,5,69.388,"Indianapolis","3925"
"Ed Jones","1995021200","Dallara/Honda","69.002","indycar~2017~5~1","indycar",2017,5,69.388,"Indianapolis","3925"
"Conor Daly","1991121700","Dallara/Chevrolet","69.055","indycar~2017~5~1","indycar",2017,5,69.388,"Indianapolis","3925"
"Mikhail Aleshin","1987052200","Dallara/Honda","69.177","indycar~2017~5~1","indycar",2017,5,69.388,"Indianapolis","3925"
"Charlie Kimball","1985022000","Dallara/Honda","69.179","indycar~2017~5~1","indycar",2017,5,69.388,"Indianapolis","3925"
"J.R. Hildebrand","1987019000","Dallara/Chevrolet","70.921","indycar~2017~5~1","indycar",2017,5,69.388,"Indianapolis","3925"
"Will Power","1981030100","Dallara/Chevrolet","68.189","indycar~2017~5~2","indycar",2017,5,69.388,"Indianapolis","3925"
"H.Castroneves","1975051000","Dallara/Chevrolet","68.261","indycar~2017~5~2","indycar",2017,5,69.388,"Indianapolis","3925"
"S.Bourdais","1979022800","Dallara/Honda","68.349","indycar~2017~5~2","indycar",2017,5,69.388,"Indianapolis","3925"
"Scott Dixon","1980072200","Dallara/Honda","68.365","indycar~2017~5~2","indycar",2017,5,69.388,"Indianapolis","3925"
"J.P.Montoya","1975092000","Dallara/Chevrolet","68.416","indycar~2017~5~2","indycar",2017,5,69.388,"Indianapolis","3925"
"Ryan Hunter-Reay","1980121700","Dallara/Honda","68.449","indycar~2017~5~2","indycar",2017,5,69.388,"Indianapolis","3925"
"Max Chilton","1991042100","Dallara/Honda","68.667","indycar~2017~5~2","indycar",2017,5,69.388,"Indianapolis","3925"
"Spencer Pigot","1993092900","Dallara/Chevrolet","68.948","indycar~2017~5~2","indycar",2017,5,69.388,"Indianapolis","3925"
"Carlos Muñoz","1990015361","Dallara/Chevrolet","68.993","indycar~2017~5~2","indycar",2017,5,69.388,"Indianapolis","3925"
"Graham Rahal","1989010400","Dallara/Honda","69.098","indycar~2017~5~2","indycar",2017,5,69.388,"Indianapolis","3925"
"Takuma Sato","1977012800","Dallara/Honda","69.313","indycar~2017~5~2","indycar",2017,5,69.388,"Indianapolis","3925"
"Will Power","1981030100","Dallara/Chevrolet","67.982","indycar~2017~5~3","indycar",2017,5,69.388,"Indianapolis","3925"
"J.P.Montoya","1975092000","Dallara/Chevrolet","68.015","indycar~2017~5~3","indycar",2017,5,69.388,"Indianapolis","3925"
"H.Castroneves","1975051000","Dallara/Chevrolet","68.142","indycar~2017~5~3","indycar",2017,5,69.388,"Indianapolis","3925"
"Josef Newgarden","1980016537","Dallara/Chevrolet","68.152","indycar~2017~5~3","indycar",2017,5,69.388,"Indianapolis","3925"
"Scott Dixon","1980072200","Dallara/Honda","68.356","indycar~2017~5~3","indycar",2017,5,69.388,"Indianapolis","3925"
"S.Bourdais","1979022800","Dallara/Honda","68.392","indycar~2017~5~3","indycar",2017,5,69.388,"Indianapolis","3925"
"Simon Pagenaud","1984051000","Dallara/Chevrolet","68.446","indycar~2017~5~3","indycar",2017,5,69.388,"Indianapolis","3925"
"Ryan Hunter-Reay","1980121700","Dallara/Honda","68.573","indycar~2017~5~3","indycar",2017,5,69.388,"Indianapolis","3925"
"Alexander Rossi","1991092500","Dallara/Honda","68.582","indycar~2017~5~3","indycar",2017,5,69.388,"Indianapolis","3925"
"J.Hinchcliffe","1986120500","Dallara/Honda","68.866","indycar~2017~5~3","indycar",2017,5,69.388,"Indianapolis","3925"
"Marco Andretti","1987031300","Dallara/Honda","68.915","indycar~2017~5~3","indycar",2017,5,69.388,"Indianapolis","3925"
"Tony Kanaan","1974123100","Dallara/Honda","68.985","indycar~2017~5~3","indycar",2017,5,69.388,"Indianapolis","3925"
"Will Power","1981030100","Dallara/Chevrolet","67.704","indycar~2017~5~4","indycar",2017,5,69.388,"Indianapolis","3925"
"H.Castroneves","1975051000","Dallara/Chevrolet","68.116","indycar~2017~5~4","indycar",2017,5,69.388,"Indianapolis","3925"
"Josef Newgarden","1980016537","Dallara/Chevrolet","68.162","indycar~2017~5~4","indycar",2017,5,69.388,"Indianapolis","3925"
"Scott Dixon","1980072200","Dallara/Honda","68.245","indycar~2017~5~4","indycar",2017,5,69.388,"Indianapolis","3925"
"J.P.Montoya","1975092000","Dallara/Chevrolet","68.247","indycar~2017~5~4","indycar",2017,5,69.388,"Indianapolis","3925"
"S.Bourdais","1979022800","Dallara/Honda","68.397","indycar~2017~5~4","indycar",2017,5,69.388,"Indianapolis","3925"
"Ed Carpenter","1981030300","Dallara/Chevrolet","156.203","indycar~2017~6~1","indycar",2017,6,39.789,"Indianapolis","4023"
"Takuma Sato","1977012800","Dallara/Honda","156.262","indycar~2017~6~1","indycar",2017,6,39.789,"Indianapolis","4023"
"Scott Dixon","1980072200","Dallara/Honda","156.295","indycar~2017~6~1","indycar",2017,6,39.789,"Indianapolis","4023"
"J.R. Hildebrand","1987019000","Dallara/Chevrolet","156.382","indycar~2017~6~1","indycar",2017,6,39.789,"Indianapolis","4023"
"Alexander Rossi","1991092500","Dallara/Honda","156.42","indycar~2017~6~1","indycar",2017,6,39.789,"Indianapolis","4023"
"Will Power","1981030100","Dallara/Chevrolet","156.472","indycar~2017~6~1","indycar",2017,6,39.789,"Indianapolis","4023"
"Fernando Alonso","1981072900","Dallara/Honda","156.498","indycar~2017~6~1","indycar",2017,6,39.789,"Indianapolis","4023"
"Tony Kanaan","1974123100","Dallara/Honda","156.517","indycar~2017~6~1","indycar",2017,6,39.789,"Indianapolis","4023"
"Marco Andretti","1987031300","Dallara/Honda","156.573","indycar~2017~6~1","indycar",2017,6,39.789,"Indianapolis","4023"
"Ed Jones","1995021200","Dallara/Honda","156.714","indycar~2017~6~1","indycar",2017,6,39.789,"Indianapolis","4023"
"Charlie Kimball","1985022000","Dallara/Honda","156.717","indycar~2017~6~1","indycar",2017,6,39.789,"Indianapolis","4023"
"Max Chilton","1991042100","Dallara/Honda","156.77","indycar~2017~6~1","indycar",2017,6,39.789,"Indianapolis","4023"
"Ryan Hunter-Reay","1980121700","Dallara/Honda","156.84","indycar~2017~6~1","indycar",2017,6,39.789,"Indianapolis","4023"
"H.Castroneves","1975051000","Dallara/Chevrolet","156.938","indycar~2017~6~1","indycar",2017,6,39.789,"Indianapolis","4023"
"Mikhail Aleshin","1987052200","Dallara/Honda","157.056","indycar~2017~6~1","indycar",2017,6,39.789,"Indianapolis","4023"
"Graham Rahal","1989010400","Dallara/Honda","157.318","indycar~2017~6~1","indycar",2017,6,39.789,"Indianapolis","4023"
"Josef Newgarden","1980016537","Dallara/Chevrolet","157.413","indycar~2017~6~1","indycar",2017,6,39.789,"Indianapolis","4023"
"J.P.Montoya","1975092000","Dallara/Chevrolet","157.449","indycar~2017~6~1","indycar",2017,6,39.789,"Indianapolis","4023"
"J.Hinchcliffe","1986120500","Dallara/Honda","157.509","indycar~2017~6~1","indycar",2017,6,39.789,"Indianapolis","4023"
"Simon Pagenaud","1984051000","Dallara/Chevrolet","157.623","indycar~2017~6~1","indycar",2017,6,39.789,"Indianapolis","4023"
"Sage Karam","1995050300","Dallara/Chevrolet","157.934","indycar~2017~6~1","indycar",2017,6,39.789,"Indianapolis","4023"
"Jay Howard","1981021600","Dallara/Honda","157.996","indycar~2017~6~1","indycar",2017,6,39.789,"Indianapolis","4023"
"Carlos Muñoz","1990015361","Dallara/Chevrolet","158.285","indycar~2017~6~1","indycar",2017,6,39.789,"Indianapolis","4023"
"Oriol Servià","1974071301","Dallara/Honda","158.485","indycar~2017~6~1","indycar",2017,6,39.789,"Indianapolis","4023"
"Jack Harvey","1993041500","Dallara/Honda","158.664","indycar~2017~6~1","indycar",2017,6,39.789,"Indianapolis","4023"
"Gabby Chaves","1990015334","Dallara/Chevrolet","158.677","indycar~2017~6~1","indycar",2017,6,39.789,"Indianapolis","4023"
"Conor Daly","1991121700","Dallara/Chevrolet","159.353","indycar~2017~6~1","indycar",2017,6,39.789,"Indianapolis","4023"
"S.Saavedra","1986010156","Dallara/Chevrolet","159.422","indycar~2017~6~1","indycar",2017,6,39.789,"Indianapolis","4023"
"Spencer Pigot","1993092900","Dallara/Chevrolet","160.979","indycar~2017~6~1","indycar",2017,6,39.789,"Indianapolis","4023"
"Buddy Lazier","1967103100","Dallara/Chevrolet","162.582","indycar~2017~6~1","indycar",2017,6,39.789,"Indianapolis","4023"
"Pippa Mann","1983081100","Dallara/Honda","164.172","indycar~2017~6~1","indycar",2017,6,39.789,"Indianapolis","4023"
"S.Bourdais","1979022800","Dallara/Honda",NA,"indycar~2017~6~1","indycar",2017,6,39.789,"Indianapolis","4023"
"Scott Dixon","1980072200","Dallara/Honda","155.063","indycar~2017~6~2","indycar",2017,6,39.789,"Indianapolis","4023"
"Ed Carpenter","1981030300","Dallara/Chevrolet","155.397","indycar~2017~6~2","indycar",2017,6,39.789,"Indianapolis","4023"
"Alexander Rossi","1991092500","Dallara/Honda","155.516","indycar~2017~6~2","indycar",2017,6,39.789,"Indianapolis","4023"
"Takuma Sato","1977012800","Dallara/Honda","155.598","indycar~2017~6~2","indycar",2017,6,39.789,"Indianapolis","4023"
"Fernando Alonso","1981072900","Dallara/Honda","155.642","indycar~2017~6~2","indycar",2017,6,39.789,"Indianapolis","4023"
"J.R. Hildebrand","1987019000","Dallara/Chevrolet","155.919","indycar~2017~6~2","indycar",2017,6,39.789,"Indianapolis","4023"
"Tony Kanaan","1974123100","Dallara/Honda","155.96","indycar~2017~6~2","indycar",2017,6,39.789,"Indianapolis","4023"
"Marco Andretti","1987031300","Dallara/Honda","156.199","indycar~2017~6~2","indycar",2017,6,39.789,"Indianapolis","4023"
"Will Power","1981030100","Dallara/Chevrolet","156.385","indycar~2017~6~2","indycar",2017,6,39.789,"Indianapolis","4023"
"Ryan Hunter-Reay","1980121700","Dallara/Honda","155.546","indycar~2017~6~2","indycar",2017,6,39.789,"Indianapolis","4023"
"Ed Jones","1995021200","Dallara/Honda","156.129","indycar~2017~6~2","indycar",2017,6,39.789,"Indianapolis","4023"
"Oriol Servià","1974071301","Dallara/Honda","156.311","indycar~2017~6~2","indycar",2017,6,39.789,"Indianapolis","4023"
"Mikhail Aleshin","1987052200","Dallara/Honda","156.337","indycar~2017~6~2","indycar",2017,6,39.789,"Indianapolis","4023"
"Graham Rahal","1989010400","Dallara/Honda","156.349","indycar~2017~6~2","indycar",2017,6,39.789,"Indianapolis","4023"
"Max Chilton","1991042100","Dallara/Honda","156.475","indycar~2017~6~2","indycar",2017,6,39.789,"Indianapolis","4023"
"Charlie Kimball","1985022000","Dallara/Honda","156.551","indycar~2017~6~2","indycar",2017,6,39.789,"Indianapolis","4023"
"J.Hinchcliffe","1986120500","Dallara/Honda","156.616","indycar~2017~6~2","indycar",2017,6,39.789,"Indianapolis","4023"
"J.P.Montoya","1975092000","Dallara/Chevrolet","156.818","indycar~2017~6~2","indycar",2017,6,39.789,"Indianapolis","4023"
"H.Castroneves","1975051000","Dallara/Chevrolet","156.852","indycar~2017~6~2","indycar",2017,6,39.789,"Indianapolis","4023"
"Jay Howard","1981021600","Dallara/Honda","156.921","indycar~2017~6~2","indycar",2017,6,39.789,"Indianapolis","4023"
"Sage Karam","1995050300","Dallara/Chevrolet","156.944","indycar~2017~6~2","indycar",2017,6,39.789,"Indianapolis","4023"
"Josef Newgarden","1980016537","Dallara/Chevrolet","157.548","indycar~2017~6~2","indycar",2017,6,39.789,"Indianapolis","4023"
"Simon Pagenaud","1984051000","Dallara/Chevrolet","157.83","indycar~2017~6~2","indycar",2017,6,39.789,"Indianapolis","4023"
"Carlos Muñoz","1990015361","Dallara/Chevrolet","157.949","indycar~2017~6~2","indycar",2017,6,39.789,"Indianapolis","4023"
"Gabby Chaves","1990015334","Dallara/Chevrolet","158.645","indycar~2017~6~2","indycar",2017,6,39.789,"Indianapolis","4023"
"Conor Daly","1991121700","Dallara/Chevrolet","158.983","indycar~2017~6~2","indycar",2017,6,39.789,"Indianapolis","4023"
"Jack Harvey","1993041500","Dallara/Honda","159.474","indycar~2017~6~2","indycar",2017,6,39.789,"Indianapolis","4023"
"Pippa Mann","1983081100","Dallara/Honda","159.994","indycar~2017~6~2","indycar",2017,6,39.789,"Indianapolis","4023"
"Spencer Pigot","1993092900","Dallara/Chevrolet","160.676","indycar~2017~6~2","indycar",2017,6,39.789,"Indianapolis","4023"
"Buddy Lazier","1967103100","Dallara/Chevrolet","161.134","indycar~2017~6~2","indycar",2017,6,39.789,"Indianapolis","4023"
"S.Saavedra","1986010156","Dallara/Chevrolet","162.791","indycar~2017~6~2","indycar",2017,6,39.789,"Indianapolis","4023"
